tournament_id,match_id,match_date,goal_order,team_name,opponent_name,home_away,player_name,player_page,minute_regulation,minute_stoppage,penalty,own_goal,source_page,source_revision
WC-2026,M-2026-058,2026-06-25,2,Netherlands,Tunisia,away,Skhiri,Ellyes Skhiri,3,,0,1,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-058,2026-06-25,3,Netherlands,Tunisia,away,Brobbey,Brian Brobbey,7,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-058,2026-06-25,4,Netherlands,Tunisia,away,Van Hecke,Jan Paul van Hecke,62,,0,0,2026_FIFA_World_Cup_Group_F,1368285128
WC-2026,M-2026-060,2026-06-25,1,Turkey,United States,home,Güler,Arda Güler,10,,0,0,2026_FIFA_World_Cup_Group_D,1368284732
WC-2026,M-2026-060,2026-06-25,2,Turkey,United States,home,Yılmaz,Barış Alper Yılmaz,31,,0,0,2026_FIFA_World_Cup_Group_D,1368284732
WC-2026,M-2026-060,2026-06-25,3,Turkey,United States,home,Ayhan,Kaan Ayhan,90,8.0,0,0,2026_FIFA_World_Cup_Group_D,1368284732
WC-2026,M-2026-060,2026-06-25,4,United States,Turkey,away,Trusty,Auston Trusty,3,,0,0,2026_FIFA_World_Cup_Group_D,1368284732
WC-2026,M-2026-060,2026-06-25,5,United States,Turkey,away,Berhalter,Sebastian Berhalter,49,,0,0,2026_FIFA_World_Cup_Group_D,1368284732
WC-2026,M-2026-061,2026-06-26,1,Norway,France,home,Aasgaard,Thelo Aasgaard,21,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-061,2026-06-26,2,France,Norway,away,Dembélé,Ousmane Dembélé,7,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-061,2026-06-26,3,France,Norway,away,Dembélé,Ousmane Dembélé,20,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-061,2026-06-26,4,France,Norway,away,Dembélé,Ousmane Dembélé,32,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-061,2026-06-26,5,France,Norway,away,Doué,Désiré Doué,90,4.0,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-062,2026-06-26,1,Senegal,Iraq,home,Diarra,Habib Diarra,4,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-062,2026-06-26,2,Senegal,Iraq,home,I. Sarr,Ismaïla Sarr,56,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-062,2026-06-26,3,Senegal,Iraq,home,P. Gueye,Pape Gueye,59,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-062,2026-06-26,4,Senegal,Iraq,home,P. Gueye,Pape Gueye,71,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-062,2026-06-26,5,Senegal,Iraq,home,I. Ndiaye,Iliman Ndiaye,82,,0,0,2026_FIFA_World_Cup_Group_I,1368283456
WC-2026,M-2026-063,2026-06-26,1,Spain,Uruguay,away,Baena,Álex Baena,42,,0,0,2026_FIFA_World_Cup_Group_H,1368285642
WC-2026,M-2026-065,2026-06-26,1,Egypt,Iran,home,Saber,Mahmoud Saber,5,,0,0,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,M-2026-065,2026-06-26,2,Iran,Egypt,away,Rezaeian,Ramin Rezaeian,14,,0,0,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,M-2026-066,2026-06-26,1,New Zealand,Belgium,home,Just,Elijah Just,84,,0,0,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,M-2026-066,2026-06-26,2,Belgium,New Zealand,away,Trossard,Leandro Trossard,28,,0,0,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,M-2026-066,2026-06-26,3,Belgium,New Zealand,away,Trossard,Leandro Trossard,50,,0,0,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,M-2026-066,2026-06-26,4,Belgium,New Zealand,away,De Bruyne,Kevin De Bruyne,66,,0,0,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,M-2026-066,2026-06-26,5,Belgium,New Zealand,away,Lukaku,Romelu Lukaku,86,,0,0,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,M-2026-066,2026-06-26,6,Belgium,New Zealand,away,Saelemaekers,Alexis Saelemaekers,90,4.0,0,0,2026_FIFA_World_Cup_Group_G,1368285341
WC-2026,M-2026-067,2026-06-27,1,Croatia,Ghana,home,P. Sučić,Petar Sučić,31,,0,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-067,2026-06-27,2,Croatia,Ghana,home,Vlašić,Nikola Vlašić,83,,0,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-067,2026-06-27,3,Ghana,Croatia,away,Luckassen,Derrick Luckassen,73,,0,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-068,2026-06-27,1,England,Panama,away,Bellingham,Jude Bellingham,62,,0,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-068,2026-06-27,2,England,Panama,away,Kane,Harry Kane,67,,0,0,2026_FIFA_World_Cup_Group_L,1368283601
WC-2026,M-2026-070,2026-06-27,1,DR Congo,Uzbekistan,home,Wissa,Yoane Wissa,68,,1,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-070,2026-06-27,2,DR Congo,Uzbekistan,home,Wissa,Yoane Wissa,90,1.0,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-070,2026-06-27,3,DR Congo,Uzbekistan,home,Mayele,Fiston Mayele,78,,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-070,2026-06-27,4,Uzbekistan,DR Congo,away,Shomurodov,Eldor Shomurodov,10,,0,0,2026_FIFA_World_Cup_Group_K,1368286465
WC-2026,M-2026-071,2026-06-27,1,Algeria,Austria,home,Belghali,Rafik Belghali,45,,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-071,2026-06-27,2,Algeria,Austria,home,Mahrez,Riyad Mahrez,60,,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-071,2026-06-27,3,Algeria,Austria,home,Mahrez,Riyad Mahrez,90,3.0,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-071,2026-06-27,4,Austria,Algeria,away,Arnautović,Marko Arnautović,28,,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-071,2026-06-27,5,Austria,Algeria,away,Sabitzer,Marcel Sabitzer,55,,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-071,2026-06-27,6,Austria,Algeria,away,Kalajdžić,Saša Kalajdžić,90,6.0,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-072,2026-06-27,1,Jordan,Argentina,home,Al-Taamari,Musa Al-Taamari,55,,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-072,2026-06-27,2,Argentina,Jordan,away,Lo Celso,Giovani Lo Celso,19,,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-072,2026-06-27,3,Argentina,Jordan,away,La. Martínez,Lautaro Martínez,31,,1,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-072,2026-06-27,4,Argentina,Jordan,away,Messi,Lionel Messi,80,,0,0,2026_FIFA_World_Cup_Group_J,1368286276
WC-2026,M-2026-073,2026-06-28,1,Canada,South Africa,away,Eustáquio,Stephen Eustáquio,90,2.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-074,2026-06-29,1,Brazil,Japan,home,Casemiro,Casemiro,56,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-074,2026-06-29,2,Brazil,Japan,home,Martinelli,Gabriel Martinelli,90,5.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-074,2026-06-29,3,Japan,Brazil,away,Sano,Kaishū Sano,29,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-075,2026-06-29,1,Germany,Paraguay,home,Havertz,Kai Havertz,54,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-075,2026-06-29,2,Paraguay,Germany,away,Enciso,"Julio Enciso (footballer, born 2004)",42,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-076,2026-06-29,1,Netherlands,Morocco,home,Gakpo,Cody Gakpo,72,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-076,2026-06-29,2,Morocco,Netherlands,away,Diop,Issa Diop (footballer),90,1.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-077,2026-06-30,1,Ivory Coast,Norway,home,Diallo,Amad Diallo,74,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-077,2026-06-30,2,Norway,Ivory Coast,away,Nusa,Antonio Nusa,39,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-077,2026-06-30,3,Norway,Ivory Coast,away,Haaland,Erling Haaland,86,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-078,2026-06-30,1,France,Sweden,home,Mbappé,Kylian Mbappé,45,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-078,2026-06-30,2,France,Sweden,home,Mbappé,Kylian Mbappé,74,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-078,2026-06-30,3,France,Sweden,home,Barcola,Bradley Barcola,53,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-079,2026-06-30,1,Mexico,Ecuador,home,Quiñones,Julián Quiñones,22,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-079,2026-06-30,2,Mexico,Ecuador,home,Jiménez,Raúl Jiménez,31,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-080,2026-07-01,1,England,DR Congo,home,Kane,Harry Kane,75,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-080,2026-07-01,2,England,DR Congo,home,Kane,Harry Kane,86,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-080,2026-07-01,3,DR Congo,England,away,Cipenga,Brian Cipenga,7,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-081,2026-07-01,1,Belgium,Senegal,home,Lukaku,Romelu Lukaku,86,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-081,2026-07-01,2,Belgium,Senegal,home,Tielemans,Youri Tielemans,89,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-081,2026-07-01,3,Belgium,Senegal,home,Tielemans,Youri Tielemans,120,5.0,1,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-081,2026-07-01,4,Senegal,Belgium,away,Diarra,Habib Diarra,25,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-081,2026-07-01,5,Senegal,Belgium,away,I. Sarr,Ismaïla Sarr,51,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-082,2026-07-01,1,United States,Bosnia and Herzegovina,home,Balogun,Folarin Balogun,45,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-082,2026-07-01,2,United States,Bosnia and Herzegovina,home,Tillman,Malik Tillman,82,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-083,2026-07-02,1,Spain,Austria,home,Oyarzabal,Mikel Oyarzabal,36,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-083,2026-07-02,2,Spain,Austria,home,Oyarzabal,Mikel Oyarzabal,89,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-083,2026-07-02,3,Spain,Austria,home,Porro,Pedro Porro,66,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-084,2026-07-02,1,Portugal,Croatia,home,Ronaldo,Cristiano Ronaldo,68,,1,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-084,2026-07-02,2,Portugal,Croatia,home,Ramos,Gonçalo Ramos,90,4.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-084,2026-07-02,3,Croatia,Portugal,away,Perišić,Ivan Perišić,53,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-085,2026-07-02,1,Switzerland,Algeria,home,Embolo,Breel Embolo,10,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-085,2026-07-02,2,Switzerland,Algeria,home,Ndoye,Dan Ndoye,46,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-086,2026-07-03,1,Australia,Egypt,home,Hany,Mohamed Hany,55,,0,1,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-086,2026-07-03,2,Egypt,Australia,away,Ashour,Emam Ashour,13,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-087,2026-07-03,1,Argentina,Cape Verde,home,Messi,Lionel Messi,29,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-087,2026-07-03,2,Argentina,Cape Verde,home,Li. Martínez,Lisandro Martínez,92,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-087,2026-07-03,3,Argentina,Cape Verde,home,Diney,"Diney (footballer, born 1995)",111,,0,1,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-087,2026-07-03,4,Cape Verde,Argentina,away,D. Duarte,Deroy Duarte,59,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-087,2026-07-03,5,Cape Verde,Argentina,away,Lopes Cabral,Sidny Lopes Cabral,103,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-088,2026-07-03,1,Colombia,Ghana,home,J. Arias,Jhon Arias (footballer),14,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-089,2026-07-04,1,Morocco,Canada,away,Ounahi,Azzedine Ounahi,50,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-089,2026-07-04,2,Morocco,Canada,away,Ounahi,Azzedine Ounahi,82,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-089,2026-07-04,3,Morocco,Canada,away,Rahimi,Soufiane Rahimi,90,8.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-090,2026-07-04,1,France,Paraguay,away,Mbappé,Kylian Mbappé,70,,1,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-091,2026-07-05,1,Brazil,Norway,home,Neymar,Neymar,90,10.0,1,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-091,2026-07-05,2,Norway,Brazil,away,Haaland,Erling Haaland,79,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-091,2026-07-05,3,Norway,Brazil,away,Haaland,Erling Haaland,90,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-092,2026-07-05,1,Mexico,England,home,Quiñones,Julián Quiñones,42,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-092,2026-07-05,2,Mexico,England,home,Jiménez,Raúl Jiménez,69,,1,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-092,2026-07-05,3,England,Mexico,away,Bellingham,Jude Bellingham,36,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-092,2026-07-05,4,England,Mexico,away,Bellingham,Jude Bellingham,38,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-092,2026-07-05,5,England,Mexico,away,Kane,Harry Kane,60,,1,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-093,2026-07-06,1,Spain,Portugal,away,Merino,Mikel Merino,90,1.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-094,2026-07-06,1,United States,Belgium,home,Tillman,Malik Tillman,31,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-094,2026-07-06,2,Belgium,United States,away,De Ketelaere,Charles De Ketelaere,9,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-094,2026-07-06,3,Belgium,United States,away,De Ketelaere,Charles De Ketelaere,33,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-094,2026-07-06,4,Belgium,United States,away,Vanaken,Hans Vanaken,57,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-094,2026-07-06,5,Belgium,United States,away,Lukaku,Romelu Lukaku,90,3.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-095,2026-07-07,1,Argentina,Egypt,home,Romero,Cristian Romero,79,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-095,2026-07-07,2,Argentina,Egypt,home,Messi,Lionel Messi,83,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-095,2026-07-07,3,Argentina,Egypt,home,Fernández,Enzo Fernández,90,2.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-095,2026-07-07,4,Egypt,Argentina,away,Ibrahim,Yasser Ibrahim,15,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-095,2026-07-07,5,Egypt,Argentina,away,Ziko,Mostafa Ziko,67,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-097,2026-07-09,1,France,Morocco,home,Mbappé,Kylian Mbappé,60,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-097,2026-07-09,2,France,Morocco,home,Dembélé,Ousmane Dembélé,66,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-098,2026-07-10,1,Spain,Belgium,home,Fabián,Fabián Ruiz,30,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-098,2026-07-10,2,Spain,Belgium,home,Merino,Mikel Merino,88,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-098,2026-07-10,3,Belgium,Spain,away,De Ketelaere,Charles De Ketelaere,41,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-099,2026-07-11,1,Norway,England,home,Schjelderup,Andreas Schjelderup,36,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-099,2026-07-11,2,England,Norway,away,Bellingham,Jude Bellingham,45,2.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-099,2026-07-11,3,England,Norway,away,Bellingham,Jude Bellingham,93,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-100,2026-07-11,1,Argentina,Switzerland,home,Mac Allister,Alexis Mac Allister,10,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-100,2026-07-11,2,Argentina,Switzerland,home,Alvarez,Julián Alvarez,112,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-100,2026-07-11,3,Argentina,Switzerland,home,La. Martínez,Lautaro Martínez,120,1.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-100,2026-07-11,4,Switzerland,Argentina,away,Ndoye,Dan Ndoye,67,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-101,2026-07-14,1,Spain,France,away,Oyarzabal,Mikel Oyarzabal,22,,1,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-101,2026-07-14,2,Spain,France,away,Porro,Pedro Porro,58,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-102,2026-07-15,1,England,Argentina,home,Gordon,Anthony Gordon (footballer),55,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-102,2026-07-15,2,Argentina,England,away,Fernández,Enzo Fernández,85,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-102,2026-07-15,3,Argentina,England,away,La. Martínez,Lautaro Martínez,90,2.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-103,2026-07-18,1,France,England,home,Mbappé,Kylian Mbappé,48,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-103,2026-07-18,2,France,England,home,Mbappé,Kylian Mbappé,66,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-103,2026-07-18,3,France,England,home,Barcola,Bradley Barcola,54,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-103,2026-07-18,4,France,England,home,Dembélé,Ousmane Dembélé,90,6.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-103,2026-07-18,5,England,France,away,Rice,Declan Rice,3,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-103,2026-07-18,6,England,France,away,Konsa,Ezri Konsa,18,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-103,2026-07-18,7,England,France,away,Saka,Bukayo Saka,37,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-103,2026-07-18,8,England,France,away,Saka,Bukayo Saka,45,1.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-103,2026-07-18,9,England,France,away,Saka,Bukayo Saka,87,,1,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-103,2026-07-18,10,England,France,away,Bellingham,Jude Bellingham,90,8.0,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
WC-2026,M-2026-104,2026-07-19,1,Spain,Argentina,home,Torres,Ferran Torres,106,,0,0,2026_FIFA_World_Cup_knockout_stage,1368128792
