match_id,tournament_id,year,stage,group_name,match_date,venue_id,country_name,home_team,away_team,home_team_score,away_team_score,extra_time,penalty_shootout,home_team_score_penalties,away_team_score_penalties,attendance,home_team_raw,away_team_raw,source
M-1966-14,WC-1966,1966,group stage,Group 3,1966-07-16,V-034,England,Portugal,Bulgaria,3,0,0,0,,,,Portugal,Bulgaria,fjelstul
M-1966-15,WC-1966,1966,group stage,Group 4,1966-07-16,V-037,England,Russia,Italy,1,0,0,0,,,,Soviet Union,Italy,fjelstul
M-1966-16,WC-1966,1966,group stage,Group 1,1966-07-16,V-032,England,England,Mexico,2,0,0,0,,,,England,Mexico,fjelstul
M-1966-17,WC-1966,1966,group stage,Group 1,1966-07-19,V-032,England,Mexico,Uruguay,0,0,0,0,,,,Mexico,Uruguay,fjelstul
M-1966-18,WC-1966,1966,group stage,Group 2,1966-07-19,V-036,England,Argentina,Switzerland,2,0,0,0,,,,Argentina,Switzerland,fjelstul
M-1966-19,WC-1966,1966,group stage,Group 3,1966-07-19,V-031,England,Portugal,Brazil,3,1,0,0,,,,Portugal,Brazil,fjelstul
M-1966-20,WC-1966,1966,group stage,Group 4,1966-07-19,V-035,England,North Korea,Italy,1,0,0,0,,,,North Korea,Italy,fjelstul
M-1966-21,WC-1966,1966,group stage,Group 1,1966-07-20,V-032,England,England,France,2,0,0,0,,,,England,France,fjelstul
M-1966-22,WC-1966,1966,group stage,Group 2,1966-07-20,V-030,England,Germany,Spain,2,1,0,0,,,,West Germany,Spain,fjelstul
M-1966-23,WC-1966,1966,group stage,Group 3,1966-07-20,V-034,England,Hungary,Bulgaria,3,1,0,0,,,,Hungary,Bulgaria,fjelstul
M-1966-24,WC-1966,1966,group stage,Group 4,1966-07-20,V-037,England,Russia,Chile,2,1,0,0,,,,Soviet Union,Chile,fjelstul
M-1966-25,WC-1966,1966,quarter-finals,,1966-07-23,V-032,England,England,Argentina,1,0,0,0,,,,England,Argentina,fjelstul
M-1966-26,WC-1966,1966,quarter-finals,,1966-07-23,V-031,England,Portugal,North Korea,5,3,0,0,,,,Portugal,North Korea,fjelstul
M-1966-27,WC-1966,1966,quarter-finals,,1966-07-23,V-037,England,Russia,Hungary,2,1,0,0,,,,Soviet Union,Hungary,fjelstul
M-1966-28,WC-1966,1966,quarter-finals,,1966-07-23,V-036,England,Germany,Uruguay,4,0,0,0,,,,West Germany,Uruguay,fjelstul
M-1966-29,WC-1966,1966,semi-finals,,1966-07-25,V-031,England,Germany,Russia,2,1,0,0,,,,West Germany,Soviet Union,fjelstul
M-1966-30,WC-1966,1966,semi-finals,,1966-07-26,V-032,England,England,Portugal,2,1,0,0,,,,England,Portugal,fjelstul
M-1966-31,WC-1966,1966,third-place match,,1966-07-28,V-032,England,Portugal,Russia,2,1,0,0,,,,Portugal,Soviet Union,fjelstul
M-1966-32,WC-1966,1966,final,,1966-07-30,V-032,England,England,Germany,4,2,1,0,,,,England,West Germany,fjelstul
M-1970-01,WC-1970,1970,group stage,Group 1,1970-05-31,V-102,Mexico,Mexico,Russia,0,0,0,0,,,,Mexico,Soviet Union,fjelstul
M-1970-02,WC-1970,1970,group stage,Group 2,1970-06-02,V-107,Mexico,Uruguay,Israel,2,0,0,0,,,,Uruguay,Israel,fjelstul
M-1970-03,WC-1970,1970,group stage,Group 3,1970-06-02,V-097,Mexico,England,Romania,1,0,0,0,,,,England,Romania,fjelstul
M-1970-04,WC-1970,1970,group stage,Group 4,1970-06-02,V-101,Mexico,Peru,Bulgaria,3,2,0,0,,,,Peru,Bulgaria,fjelstul
M-1970-05,WC-1970,1970,group stage,Group 1,1970-06-03,V-102,Mexico,Belgium,El Salvador,3,0,0,0,,,,Belgium,El Salvador,fjelstul
M-1970-06,WC-1970,1970,group stage,Group 2,1970-06-03,V-109,Mexico,Italy,Sweden,1,0,0,0,,,,Italy,Sweden,fjelstul
M-1970-07,WC-1970,1970,group stage,Group 3,1970-06-03,V-097,Mexico,Brazil,Czech Republic,4,1,0,0,,,,Brazil,Czechoslovakia,fjelstul
M-1970-08,WC-1970,1970,group stage,Group 4,1970-06-03,V-101,Mexico,Germany,Morocco,2,1,0,0,,,,West Germany,Morocco,fjelstul
M-1970-09,WC-1970,1970,group stage,Group 1,1970-06-06,V-102,Mexico,Russia,Belgium,4,1,0,0,,,,Soviet Union,Belgium,fjelstul
M-1970-10,WC-1970,1970,group stage,Group 2,1970-06-06,V-107,Mexico,Uruguay,Italy,0,0,0,0,,,,Uruguay,Italy,fjelstul
M-1970-11,WC-1970,1970,group stage,Group 3,1970-06-06,V-097,Mexico,Romania,Czech Republic,2,1,0,0,,,,Romania,Czechoslovakia,fjelstul
M-1970-12,WC-1970,1970,group stage,Group 4,1970-06-06,V-101,Mexico,Peru,Morocco,3,0,0,0,,,,Peru,Morocco,fjelstul
M-1970-13,WC-1970,1970,group stage,Group 1,1970-06-07,V-102,Mexico,Mexico,El Salvador,4,0,0,0,,,,Mexico,El Salvador,fjelstul
M-1970-14,WC-1970,1970,group stage,Group 2,1970-06-07,V-109,Mexico,Sweden,Israel,1,1,0,0,,,,Sweden,Israel,fjelstul
M-1970-15,WC-1970,1970,group stage,Group 3,1970-06-07,V-097,Mexico,Brazil,England,1,0,0,0,,,,Brazil,England,fjelstul
M-1970-16,WC-1970,1970,group stage,Group 4,1970-06-07,V-101,Mexico,Germany,Bulgaria,5,2,0,0,,,,West Germany,Bulgaria,fjelstul
M-1970-17,WC-1970,1970,group stage,Group 1,1970-06-10,V-102,Mexico,Russia,El Salvador,2,0,0,0,,,,Soviet Union,El Salvador,fjelstul
M-1970-18,WC-1970,1970,group stage,Group 2,1970-06-10,V-107,Mexico,Sweden,Uruguay,1,0,0,0,,,,Sweden,Uruguay,fjelstul
M-1970-19,WC-1970,1970,group stage,Group 3,1970-06-10,V-097,Mexico,Brazil,Romania,3,2,0,0,,,,Brazil,Romania,fjelstul
M-1970-20,WC-1970,1970,group stage,Group 4,1970-06-10,V-101,Mexico,Germany,Peru,3,1,0,0,,,,West Germany,Peru,fjelstul
M-1970-21,WC-1970,1970,group stage,Group 1,1970-06-11,V-102,Mexico,Mexico,Belgium,1,0,0,0,,,,Mexico,Belgium,fjelstul
M-1970-22,WC-1970,1970,group stage,Group 2,1970-06-11,V-109,Mexico,Italy,Israel,0,0,0,0,,,,Italy,Israel,fjelstul
M-1970-23,WC-1970,1970,group stage,Group 3,1970-06-11,V-097,Mexico,England,Czech Republic,1,0,0,0,,,,England,Czechoslovakia,fjelstul
M-1970-24,WC-1970,1970,group stage,Group 4,1970-06-11,V-101,Mexico,Bulgaria,Morocco,1,1,0,0,,,,Bulgaria,Morocco,fjelstul
M-1970-25,WC-1970,1970,quarter-finals,,1970-06-14,V-097,Mexico,Brazil,Peru,4,2,0,0,,,,Brazil,Peru,fjelstul
M-1970-26,WC-1970,1970,quarter-finals,,1970-06-14,V-109,Mexico,Italy,Mexico,4,1,0,0,,,,Italy,Mexico,fjelstul
M-1970-27,WC-1970,1970,quarter-finals,,1970-06-14,V-102,Mexico,Russia,Uruguay,0,1,1,0,,,,Soviet Union,Uruguay,fjelstul
M-1970-28,WC-1970,1970,quarter-finals,,1970-06-14,V-101,Mexico,Germany,England,3,2,1,0,,,,West Germany,England,fjelstul
M-1970-29,WC-1970,1970,semi-finals,,1970-06-17,V-097,Mexico,Brazil,Uruguay,3,1,0,0,,,,Brazil,Uruguay,fjelstul
M-1970-30,WC-1970,1970,semi-finals,,1970-06-17,V-102,Mexico,Italy,Germany,4,3,1,0,,,,Italy,West Germany,fjelstul
M-1970-31,WC-1970,1970,third-place match,,1970-06-20,V-102,Mexico,Germany,Uruguay,1,0,0,0,,,,West Germany,Uruguay,fjelstul
M-1970-32,WC-1970,1970,final,,1970-06-21,V-102,Mexico,Brazil,Italy,4,1,0,0,,,,Brazil,Italy,fjelstul
M-1974-01,WC-1974,1974,group stage,Group 2,1974-06-13,V-059,Germany,Brazil,Serbia,0,0,0,0,,,,Brazil,Yugoslavia,fjelstul
M-1974-02,WC-1974,1974,group stage,Group 1,1974-06-14,V-055,Germany,Germany,Chile,1,0,0,0,,,,West Germany,Chile,fjelstul
M-1974-03,WC-1974,1974,group stage,Group 1,1974-06-14,V-062,Germany,Germany,Australia,2,0,0,0,,,,East Germany,Australia,fjelstul
M-1974-04,WC-1974,1974,group stage,Group 2,1974-06-14,V-057,Germany,DR Congo,Scotland,0,2,0,0,,,,Zaire,Scotland,fjelstul
M-1974-05,WC-1974,1974,group stage,Group 3,1974-06-15,V-058,Germany,Sweden,Bulgaria,0,0,0,0,,,,Sweden,Bulgaria,fjelstul
M-1974-06,WC-1974,1974,group stage,Group 3,1974-06-15,V-063,Germany,Uruguay,Netherlands,0,2,0,0,,,,Uruguay,Netherlands,fjelstul
M-1974-07,WC-1974,1974,group stage,Group 4,1974-06-15,V-067,Germany,Italy,Haiti,3,1,0,0,,,,Italy,Haiti,fjelstul
M-1974-08,WC-1974,1974,group stage,Group 4,1974-06-15,V-069,Germany,Poland,Argentina,3,2,0,0,,,,Poland,Argentina,fjelstul
M-1974-09,WC-1974,1974,group stage,Group 1,1974-06-18,V-062,Germany,Australia,Germany,0,3,0,0,,,,Australia,West Germany,fjelstul
M-1974-10,WC-1974,1974,group stage,Group 1,1974-06-18,V-055,Germany,Chile,Germany,1,1,0,0,,,,Chile,East Germany,fjelstul
M-1974-11,WC-1974,1974,group stage,Group 2,1974-06-18,V-059,Germany,Scotland,Brazil,0,0,0,0,,,,Scotland,Brazil,fjelstul
M-1974-12,WC-1974,1974,group stage,Group 2,1974-06-18,V-061,Germany,Serbia,DR Congo,9,0,0,0,,,,Yugoslavia,Zaire,fjelstul
M-1974-13,WC-1974,1974,group stage,Group 3,1974-06-19,V-063,Germany,Bulgaria,Uruguay,1,1,0,0,,,,Bulgaria,Uruguay,fjelstul
M-1974-14,WC-1974,1974,group stage,Group 3,1974-06-19,V-057,Germany,Netherlands,Sweden,0,0,0,0,,,,Netherlands,Sweden,fjelstul
M-1974-15,WC-1974,1974,group stage,Group 4,1974-06-19,V-069,Germany,Argentina,Italy,1,1,0,0,,,,Argentina,Italy,fjelstul
M-1974-16,WC-1974,1974,group stage,Group 4,1974-06-19,V-067,Germany,Haiti,Poland,0,7,0,0,,,,Haiti,Poland,fjelstul
M-1974-17,WC-1974,1974,group stage,Group 1,1974-06-22,V-055,Germany,Australia,Chile,0,0,0,0,,,,Australia,Chile,fjelstul
M-1974-18,WC-1974,1974,group stage,Group 2,1974-06-22,V-059,Germany,Scotland,Serbia,1,1,0,0,,,,Scotland,Yugoslavia,fjelstul
M-1974-19,WC-1974,1974,group stage,Group 2,1974-06-22,V-061,Germany,DR Congo,Brazil,0,3,0,0,,,,Zaire,Brazil,fjelstul
M-1974-20,WC-1974,1974,group stage,Group 1,1974-06-22,V-062,Germany,Germany,Germany,1,0,0,0,,,,East Germany,West Germany,fjelstul
M-1974-21,WC-1974,1974,group stage,Group 3,1974-06-23,V-057,Germany,Bulgaria,Netherlands,1,4,0,0,,,,Bulgaria,Netherlands,fjelstul
M-1974-22,WC-1974,1974,group stage,Group 3,1974-06-23,V-058,Germany,Sweden,Uruguay,3,0,0,0,,,,Sweden,Uruguay,fjelstul
M-1974-23,WC-1974,1974,group stage,Group 4,1974-06-23,V-067,Germany,Argentina,Haiti,4,1,0,0,,,,Argentina,Haiti,fjelstul
M-1974-24,WC-1974,1974,group stage,Group 4,1974-06-23,V-069,Germany,Poland,Italy,2,1,0,0,,,,Poland,Italy,fjelstul
M-1974-25,WC-1974,1974,second group stage,Group B,1974-06-26,V-058,Germany,Serbia,Germany,0,2,0,0,,,,Yugoslavia,West Germany,fjelstul
M-1974-26,WC-1974,1974,second group stage,Group A,1974-06-26,V-063,Germany,Brazil,Germany,1,0,0,0,,,,Brazil,East Germany,fjelstul
M-1974-27,WC-1974,1974,second group stage,Group A,1974-06-26,V-061,Germany,Netherlands,Argentina,4,0,0,0,,,,Netherlands,Argentina,fjelstul
M-1974-28,WC-1974,1974,second group stage,Group B,1974-06-26,V-069,Germany,Sweden,Poland,0,1,0,0,,,,Sweden,Poland,fjelstul
M-1974-29,WC-1974,1974,second group stage,Group A,1974-06-30,V-063,Germany,Argentina,Brazil,1,2,0,0,,,,Argentina,Brazil,fjelstul
M-1974-30,WC-1974,1974,second group stage,Group A,1974-06-30,V-061,Germany,Germany,Netherlands,0,2,0,0,,,,East Germany,Netherlands,fjelstul
M-1974-31,WC-1974,1974,second group stage,Group B,1974-06-30,V-059,Germany,Poland,Serbia,2,1,0,0,,,,Poland,Yugoslavia,fjelstul
M-1974-32,WC-1974,1974,second group stage,Group B,1974-06-30,V-058,Germany,Germany,Sweden,4,2,0,0,,,,West Germany,Sweden,fjelstul
M-1974-33,WC-1974,1974,second group stage,Group B,1974-07-03,V-059,Germany,Poland,Germany,0,1,0,0,,,,Poland,West Germany,fjelstul
M-1974-34,WC-1974,1974,second group stage,Group A,1974-07-03,V-061,Germany,Argentina,Germany,1,1,0,0,,,,Argentina,East Germany,fjelstul
M-1974-35,WC-1974,1974,second group stage,Group A,1974-07-03,V-057,Germany,Netherlands,Brazil,2,0,0,0,,,,Netherlands,Brazil,fjelstul
M-1974-36,WC-1974,1974,second group stage,Group B,1974-07-03,V-058,Germany,Sweden,Serbia,2,1,0,0,,,,Sweden,Yugoslavia,fjelstul
M-1974-37,WC-1974,1974,third-place match,,1974-07-06,V-067,Germany,Brazil,Poland,0,1,0,0,,,,Brazil,Poland,fjelstul
M-1974-38,WC-1974,1974,final,,1974-07-07,V-067,Germany,Netherlands,Germany,1,2,0,0,,,,Netherlands,West Germany,fjelstul
M-1978-01,WC-1978,1978,group stage,Group 2,1978-06-01,V-002,Argentina,Germany,Poland,0,0,0,0,,,,West Germany,Poland,fjelstul
M-1978-02,WC-1978,1978,group stage,Group 1,1978-06-02,V-004,Argentina,Italy,France,2,1,0,0,,,,Italy,France,fjelstul
M-1978-03,WC-1978,1978,group stage,Group 2,1978-06-02,V-006,Argentina,Tunisia,Mexico,3,1,0,0,,,,Tunisia,Mexico,fjelstul
M-1978-04,WC-1978,1978,group stage,Group 1,1978-06-02,V-002,Argentina,Argentina,Hungary,2,1,0,0,,,,Argentina,Hungary,fjelstul
M-1978-05,WC-1978,1978,group stage,Group 3,1978-06-03,V-001,Argentina,Austria,Spain,2,1,0,0,,,,Austria,Spain,fjelstul
M-1978-06,WC-1978,1978,group stage,Group 3,1978-06-03,V-004,Argentina,Brazil,Sweden,1,1,0,0,,,,Brazil,Sweden,fjelstul
M-1978-07,WC-1978,1978,group stage,Group 4,1978-06-03,V-005,Argentina,Netherlands,Iran,3,0,0,0,,,,Netherlands,Iran,fjelstul
M-1978-08,WC-1978,1978,group stage,Group 4,1978-06-03,V-003,Argentina,Peru,Scotland,3,1,0,0,,,,Peru,Scotland,fjelstul
M-1978-09,WC-1978,1978,group stage,Group 1,1978-06-06,V-004,Argentina,Italy,Hungary,3,1,0,0,,,,Italy,Hungary,fjelstul
M-1978-10,WC-1978,1978,group stage,Group 2,1978-06-06,V-006,Argentina,Poland,Tunisia,1,0,0,0,,,,Poland,Tunisia,fjelstul
M-1978-11,WC-1978,1978,group stage,Group 2,1978-06-06,V-003,Argentina,Germany,Mexico,6,0,0,0,,,,West Germany,Mexico,fjelstul
M-1978-12,WC-1978,1978,group stage,Group 1,1978-06-06,V-002,Argentina,Argentina,France,2,1,0,0,,,,Argentina,France,fjelstul
M-1978-13,WC-1978,1978,group stage,Group 3,1978-06-07,V-001,Argentina,Austria,Sweden,1,0,0,0,,,,Austria,Sweden,fjelstul
M-1978-14,WC-1978,1978,group stage,Group 3,1978-06-07,V-004,Argentina,Brazil,Spain,0,0,0,0,,,,Brazil,Spain,fjelstul
M-1978-15,WC-1978,1978,group stage,Group 4,1978-06-07,V-005,Argentina,Netherlands,Peru,0,0,0,0,,,,Netherlands,Peru,fjelstul
M-1978-16,WC-1978,1978,group stage,Group 4,1978-06-07,V-003,Argentina,Scotland,Iran,1,1,0,0,,,,Scotland,Iran,fjelstul
M-1978-17,WC-1978,1978,group stage,Group 1,1978-06-10,V-004,Argentina,France,Hungary,3,1,0,0,,,,France,Hungary,fjelstul
M-1978-18,WC-1978,1978,group stage,Group 2,1978-06-10,V-006,Argentina,Poland,Mexico,3,1,0,0,,,,Poland,Mexico,fjelstul
M-1978-19,WC-1978,1978,group stage,Group 2,1978-06-10,V-003,Argentina,Germany,Tunisia,0,0,0,0,,,,West Germany,Tunisia,fjelstul
M-1978-20,WC-1978,1978,group stage,Group 1,1978-06-10,V-002,Argentina,Argentina,Italy,0,1,0,0,,,,Argentina,Italy,fjelstul
M-1978-21,WC-1978,1978,group stage,Group 3,1978-06-11,V-004,Argentina,Brazil,Austria,1,0,0,0,,,,Brazil,Austria,fjelstul
M-1978-22,WC-1978,1978,group stage,Group 3,1978-06-11,V-001,Argentina,Spain,Sweden,1,0,0,0,,,,Spain,Sweden,fjelstul
M-1978-23,WC-1978,1978,group stage,Group 4,1978-06-11,V-003,Argentina,Peru,Iran,4,1,0,0,,,,Peru,Iran,fjelstul
M-1978-24,WC-1978,1978,group stage,Group 4,1978-06-11,V-005,Argentina,Scotland,Netherlands,3,2,0,0,,,,Scotland,Netherlands,fjelstul
M-1978-25,WC-1978,1978,second group stage,Group A,1978-06-14,V-003,Argentina,Austria,Netherlands,1,5,0,0,,,,Austria,Netherlands,fjelstul
M-1978-26,WC-1978,1978,second group stage,Group A,1978-06-14,V-002,Argentina,Italy,Germany,0,0,0,0,,,,Italy,West Germany,fjelstul
M-1978-27,WC-1978,1978,second group stage,Group B,1978-06-14,V-005,Argentina,Brazil,Peru,3,0,0,0,,,,Brazil,Peru,fjelstul
M-1978-28,WC-1978,1978,second group stage,Group B,1978-06-14,V-006,Argentina,Argentina,Poland,2,0,0,0,,,,Argentina,Poland,fjelstul
M-1978-29,WC-1978,1978,second group stage,Group B,1978-06-18,V-005,Argentina,Peru,Poland,0,1,0,0,,,,Peru,Poland,fjelstul
M-1978-30,WC-1978,1978,second group stage,Group A,1978-06-18,V-002,Argentina,Italy,Austria,1,0,0,0,,,,Italy,Austria,fjelstul
M-1978-31,WC-1978,1978,second group stage,Group A,1978-06-18,V-003,Argentina,Netherlands,Germany,2,2,0,0,,,,Netherlands,West Germany,fjelstul
M-1978-32,WC-1978,1978,second group stage,Group B,1978-06-18,V-006,Argentina,Argentina,Brazil,0,0,0,0,,,,Argentina,Brazil,fjelstul
M-1978-33,WC-1978,1978,second group stage,Group A,1978-06-21,V-003,Argentina,Austria,Germany,3,2,0,0,,,,Austria,West Germany,fjelstul
M-1978-34,WC-1978,1978,second group stage,Group A,1978-06-21,V-002,Argentina,Italy,Netherlands,1,2,0,0,,,,Italy,Netherlands,fjelstul
M-1978-35,WC-1978,1978,second group stage,Group B,1978-06-21,V-005,Argentina,Brazil,Poland,3,1,0,0,,,,Brazil,Poland,fjelstul
M-1978-36,WC-1978,1978,second group stage,Group B,1978-06-21,V-006,Argentina,Argentina,Peru,6,0,0,0,,,,Argentina,Peru,fjelstul
M-1978-37,WC-1978,1978,third-place match,,1978-06-24,V-002,Argentina,Brazil,Italy,2,1,0,0,,,,Brazil,Italy,fjelstul
M-1978-38,WC-1978,1978,final,,1978-06-25,V-002,Argentina,Argentina,Netherlands,3,1,1,0,,,,Argentina,Netherlands,fjelstul
M-1982-01,WC-1982,1982,group stage,Group 3,1982-06-13,V-153,Spain,Argentina,Belgium,0,1,0,0,,,,Argentina,Belgium,fjelstul
M-1982-02,WC-1982,1982,group stage,Group 1,1982-06-14,V-166,Spain,Italy,Poland,0,0,0,0,,,,Italy,Poland,fjelstul
M-1982-03,WC-1982,1982,group stage,Group 6,1982-06-14,V-163,Spain,Brazil,Russia,2,1,0,0,,,,Brazil,Soviet Union,fjelstul
M-1982-04,WC-1982,1982,group stage,Group 1,1982-06-15,V-151,Spain,Peru,Cameroon,0,0,0,0,,,,Peru,Cameroon,fjelstul
M-1982-05,WC-1982,1982,group stage,Group 3,1982-06-15,V-156,Spain,Hungary,El Salvador,10,1,0,0,,,,Hungary,El Salvador,fjelstul
M-1982-06,WC-1982,1982,group stage,Group 6,1982-06-15,V-160,Spain,Scotland,New Zealand,5,2,0,0,,,,Scotland,New Zealand,fjelstul
M-1982-07,WC-1982,1982,group stage,Group 2,1982-06-16,V-157,Spain,Germany,Algeria,1,2,0,0,,,,West Germany,Algeria,fjelstul
M-1982-08,WC-1982,1982,group stage,Group 4,1982-06-16,V-155,Spain,England,France,3,1,0,0,,,,England,France,fjelstul
M-1982-09,WC-1982,1982,group stage,Group 5,1982-06-16,V-164,Spain,Spain,Honduras,1,1,0,0,,,,Spain,Honduras,fjelstul
M-1982-10,WC-1982,1982,group stage,Group 2,1982-06-17,V-161,Spain,Chile,Austria,0,1,0,0,,,,Chile,Austria,fjelstul
M-1982-11,WC-1982,1982,group stage,Group 4,1982-06-17,V-165,Spain,Czech Republic,Kuwait,1,1,0,0,,,,Czechoslovakia,Kuwait,fjelstul
M-1982-12,WC-1982,1982,group stage,Group 5,1982-06-17,V-167,Spain,Serbia,Northern Ireland,0,0,0,0,,,,Yugoslavia,Northern Ireland,fjelstul
M-1982-13,WC-1982,1982,group stage,Group 1,1982-06-18,V-166,Spain,Italy,Peru,1,1,0,0,,,,Italy,Peru,fjelstul
M-1982-14,WC-1982,1982,group stage,Group 3,1982-06-18,V-152,Spain,Argentina,Hungary,4,1,0,0,,,,Argentina,Hungary,fjelstul
M-1982-15,WC-1982,1982,group stage,Group 6,1982-06-18,V-162,Spain,Brazil,Scotland,4,1,0,0,,,,Brazil,Scotland,fjelstul
M-1982-16,WC-1982,1982,group stage,Group 1,1982-06-19,V-151,Spain,Poland,Cameroon,0,0,0,0,,,,Poland,Cameroon,fjelstul
M-1982-17,WC-1982,1982,group stage,Group 3,1982-06-19,V-156,Spain,Belgium,El Salvador,1,0,0,0,,,,Belgium,El Salvador,fjelstul
M-1982-18,WC-1982,1982,group stage,Group 6,1982-06-19,V-160,Spain,Russia,New Zealand,3,0,0,0,,,,Soviet Union,New Zealand,fjelstul
M-1982-19,WC-1982,1982,group stage,Group 2,1982-06-20,V-157,Spain,Germany,Chile,4,1,0,0,,,,West Germany,Chile,fjelstul
M-1982-20,WC-1982,1982,group stage,Group 4,1982-06-20,V-155,Spain,England,Czech Republic,2,0,0,0,,,,England,Czechoslovakia,fjelstul
M-1982-21,WC-1982,1982,group stage,Group 5,1982-06-20,V-164,Spain,Spain,Serbia,2,1,0,0,,,,Spain,Yugoslavia,fjelstul
M-1982-22,WC-1982,1982,group stage,Group 2,1982-06-21,V-161,Spain,Algeria,Austria,0,2,0,0,,,,Algeria,Austria,fjelstul
M-1982-23,WC-1982,1982,group stage,Group 4,1982-06-21,V-165,Spain,France,Kuwait,4,1,0,0,,,,France,Kuwait,fjelstul
M-1982-24,WC-1982,1982,group stage,Group 5,1982-06-21,V-167,Spain,Honduras,Northern Ireland,1,1,0,0,,,,Honduras,Northern Ireland,fjelstul
M-1982-25,WC-1982,1982,group stage,Group 1,1982-06-22,V-151,Spain,Poland,Peru,5,1,0,0,,,,Poland,Peru,fjelstul
M-1982-26,WC-1982,1982,group stage,Group 3,1982-06-22,V-156,Spain,Belgium,Hungary,1,1,0,0,,,,Belgium,Hungary,fjelstul
M-1982-27,WC-1982,1982,group stage,Group 6,1982-06-22,V-160,Spain,Russia,Scotland,2,2,0,0,,,,Soviet Union,Scotland,fjelstul
M-1982-28,WC-1982,1982,group stage,Group 1,1982-06-23,V-166,Spain,Italy,Cameroon,1,1,0,0,,,,Italy,Cameroon,fjelstul
M-1982-29,WC-1982,1982,group stage,Group 3,1982-06-23,V-152,Spain,Argentina,El Salvador,2,0,0,0,,,,Argentina,El Salvador,fjelstul
M-1982-30,WC-1982,1982,group stage,Group 6,1982-06-23,V-162,Spain,Brazil,New Zealand,4,0,0,0,,,,Brazil,New Zealand,fjelstul
M-1982-31,WC-1982,1982,group stage,Group 2,1982-06-24,V-161,Spain,Algeria,Chile,3,2,0,0,,,,Algeria,Chile,fjelstul
M-1982-32,WC-1982,1982,group stage,Group 4,1982-06-24,V-165,Spain,France,Czech Republic,1,1,0,0,,,,France,Czechoslovakia,fjelstul
M-1982-33,WC-1982,1982,group stage,Group 5,1982-06-24,V-167,Spain,Honduras,Serbia,0,1,0,0,,,,Honduras,Yugoslavia,fjelstul
M-1982-34,WC-1982,1982,group stage,Group 2,1982-06-25,V-157,Spain,Germany,Austria,1,0,0,0,,,,West Germany,Austria,fjelstul
M-1982-35,WC-1982,1982,group stage,Group 4,1982-06-25,V-155,Spain,England,Kuwait,1,0,0,0,,,,England,Kuwait,fjelstul
M-1982-36,WC-1982,1982,group stage,Group 5,1982-06-25,V-164,Spain,Spain,Northern Ireland,0,1,0,0,,,,Spain,Northern Ireland,fjelstul
M-1982-37,WC-1982,1982,second group stage,Group 4,1982-06-28,V-159,Spain,Austria,France,0,1,0,0,,,,Austria,France,fjelstul
M-1982-38,WC-1982,1982,second group stage,Group 1,1982-06-28,V-153,Spain,Poland,Belgium,3,0,0,0,,,,Poland,Belgium,fjelstul
M-1982-39,WC-1982,1982,second group stage,Group 3,1982-06-29,V-154,Spain,Italy,Argentina,2,1,0,0,,,,Italy,Argentina,fjelstul
M-1982-40,WC-1982,1982,second group stage,Group 2,1982-06-29,V-158,Spain,Germany,England,0,0,0,0,,,,West Germany,England,fjelstul
M-1982-41,WC-1982,1982,second group stage,Group 4,1982-07-01,V-159,Spain,Austria,Northern Ireland,2,2,0,0,,,,Austria,Northern Ireland,fjelstul
M-1982-42,WC-1982,1982,second group stage,Group 1,1982-07-01,V-153,Spain,Belgium,Russia,0,1,0,0,,,,Belgium,Soviet Union,fjelstul
M-1982-43,WC-1982,1982,second group stage,Group 3,1982-07-02,V-154,Spain,Argentina,Brazil,1,3,0,0,,,,Argentina,Brazil,fjelstul
M-1982-44,WC-1982,1982,second group stage,Group 2,1982-07-02,V-158,Spain,Germany,Spain,2,1,0,0,,,,West Germany,Spain,fjelstul
M-1982-45,WC-1982,1982,second group stage,Group 4,1982-07-04,V-159,Spain,France,Northern Ireland,4,1,0,0,,,,France,Northern Ireland,fjelstul
M-1982-46,WC-1982,1982,second group stage,Group 1,1982-07-04,V-153,Spain,Russia,Poland,0,0,0,0,,,,Soviet Union,Poland,fjelstul
M-1982-47,WC-1982,1982,second group stage,Group 3,1982-07-05,V-154,Spain,Italy,Brazil,3,2,0,0,,,,Italy,Brazil,fjelstul
M-1982-48,WC-1982,1982,second group stage,Group 2,1982-07-05,V-158,Spain,Spain,England,0,0,0,0,,,,Spain,England,fjelstul
M-1982-49,WC-1982,1982,semi-finals,,1982-07-08,V-153,Spain,Poland,Italy,0,2,0,0,,,,Poland,Italy,fjelstul
M-1982-50,WC-1982,1982,semi-finals,,1982-07-08,V-163,Spain,Germany,France,3,3,1,1,5.0,4.0,,West Germany,France,fjelstul
M-1982-51,WC-1982,1982,third-place match,,1982-07-10,V-152,Spain,Poland,France,3,2,0,0,,,,Poland,France,fjelstul
M-1982-52,WC-1982,1982,final,,1982-07-11,V-158,Spain,Italy,Germany,3,1,0,0,,,,Italy,West Germany,fjelstul
M-1986-01,WC-1986,1986,group stage,Group A,1986-05-31,V-102,Mexico,Bulgaria,Italy,1,1,0,0,,,,Bulgaria,Italy,fjelstul
M-1986-02,WC-1986,1986,group stage,Group D,1986-06-01,V-097,Mexico,Spain,Brazil,0,1,0,0,,,,Spain,Brazil,fjelstul
M-1986-03,WC-1986,1986,group stage,Group C,1986-06-01,V-101,Mexico,Canada,France,0,1,0,0,,,,Canada,France,fjelstul
