match_id,tournament_id,year,stage,match_date,team,player_team,player,player_id,minute,minute_regulation,minute_stoppage,penalty,own_goal,source
M-1970-23,WC-1970,1970,group stage,1970-06-11,England,England,Allan Clarke,P-52978,50,50,0,1,0,fjelstul
M-1970-24,WC-1970,1970,group stage,1970-06-11,Bulgaria,Bulgaria,Dobromir Zhechev,P-01172,40,40,0,0,0,fjelstul
M-1970-24,WC-1970,1970,group stage,1970-06-11,Morocco,Morocco,Maouhoub Ghazouani,P-85379,61,61,0,0,0,fjelstul
M-1970-25,WC-1970,1970,quarter-finals,1970-06-14,Brazil,Brazil,Rivellino,P-85778,11,11,0,0,0,fjelstul
M-1970-25,WC-1970,1970,quarter-finals,1970-06-14,Brazil,Brazil,Tostão,P-53202,15,15,0,0,0,fjelstul
M-1970-25,WC-1970,1970,quarter-finals,1970-06-14,Peru,Peru,Alberto Gallardo,P-03607,28,28,0,0,0,fjelstul
M-1970-25,WC-1970,1970,quarter-finals,1970-06-14,Brazil,Brazil,Tostão,P-53202,52,52,0,0,0,fjelstul
M-1970-25,WC-1970,1970,quarter-finals,1970-06-14,Peru,Peru,Teófilo Cubillas,P-96979,70,70,0,0,0,fjelstul
M-1970-25,WC-1970,1970,quarter-finals,1970-06-14,Brazil,Brazil,Jairzinho,P-77430,75,75,0,0,0,fjelstul
M-1970-26,WC-1970,1970,quarter-finals,1970-06-14,Mexico,Mexico,José Luis González,P-13602,13,13,0,0,0,fjelstul
M-1970-26,WC-1970,1970,quarter-finals,1970-06-14,Italy,Mexico,Javier Guzmán,P-38555,25,25,0,0,1,fjelstul
M-1970-26,WC-1970,1970,quarter-finals,1970-06-14,Italy,Italy,Gigi Riva,P-00119,63,63,0,0,0,fjelstul
M-1970-26,WC-1970,1970,quarter-finals,1970-06-14,Italy,Italy,Gianni Rivera,P-62214,70,70,0,0,0,fjelstul
M-1970-26,WC-1970,1970,quarter-finals,1970-06-14,Italy,Italy,Gigi Riva,P-00119,76,76,0,0,0,fjelstul
M-1970-27,WC-1970,1970,quarter-finals,1970-06-14,Uruguay,Uruguay,Víctor Espárrago,P-99710,117,117,0,0,0,fjelstul
M-1970-28,WC-1970,1970,quarter-finals,1970-06-14,England,England,Alan Mullery,P-62668,31,31,0,0,0,fjelstul
M-1970-28,WC-1970,1970,quarter-finals,1970-06-14,England,England,Martin Peters,P-34233,49,49,0,0,0,fjelstul
M-1970-28,WC-1970,1970,quarter-finals,1970-06-14,Germany,Germany,Franz Beckenbauer,P-72864,68,68,0,0,0,fjelstul
M-1970-28,WC-1970,1970,quarter-finals,1970-06-14,Germany,Germany,Uwe Seeler,P-64138,82,82,0,0,0,fjelstul
M-1970-28,WC-1970,1970,quarter-finals,1970-06-14,Germany,Germany,Gerd Müller,P-72441,108,108,0,0,0,fjelstul
M-1970-29,WC-1970,1970,semi-finals,1970-06-17,Uruguay,Uruguay,Luis Cubilla,P-81929,19,19,0,0,0,fjelstul
M-1970-29,WC-1970,1970,semi-finals,1970-06-17,Brazil,Brazil,Clodoaldo,P-14923,44,44,0,0,0,fjelstul
M-1970-29,WC-1970,1970,semi-finals,1970-06-17,Brazil,Brazil,Jairzinho,P-77430,76,76,0,0,0,fjelstul
M-1970-29,WC-1970,1970,semi-finals,1970-06-17,Brazil,Brazil,Rivellino,P-85778,89,89,0,0,0,fjelstul
M-1970-30,WC-1970,1970,semi-finals,1970-06-17,Italy,Italy,Roberto Boninsegna,P-92154,8,8,0,0,0,fjelstul
M-1970-30,WC-1970,1970,semi-finals,1970-06-17,Germany,Germany,Karl-Heinz Schnellinger,P-93072,90,90,0,0,0,fjelstul
M-1970-30,WC-1970,1970,semi-finals,1970-06-17,Germany,Germany,Gerd Müller,P-72441,94,94,0,0,0,fjelstul
M-1970-30,WC-1970,1970,semi-finals,1970-06-17,Italy,Italy,Tarcisio Burgnich,P-42540,98,98,0,0,0,fjelstul
M-1970-30,WC-1970,1970,semi-finals,1970-06-17,Italy,Italy,Gigi Riva,P-00119,104,104,0,0,0,fjelstul
M-1970-30,WC-1970,1970,semi-finals,1970-06-17,Germany,Germany,Gerd Müller,P-72441,110,110,0,0,0,fjelstul
M-1970-30,WC-1970,1970,semi-finals,1970-06-17,Italy,Italy,Gianni Rivera,P-62214,111,111,0,0,0,fjelstul
M-1970-31,WC-1970,1970,third-place match,1970-06-20,Germany,Germany,Wolfgang Overath,P-60896,26,26,0,0,0,fjelstul
M-1970-32,WC-1970,1970,final,1970-06-21,Brazil,Brazil,Pelé,P-38906,18,18,0,0,0,fjelstul
M-1970-32,WC-1970,1970,final,1970-06-21,Italy,Italy,Roberto Boninsegna,P-92154,37,37,0,0,0,fjelstul
M-1970-32,WC-1970,1970,final,1970-06-21,Brazil,Brazil,Gérson,P-04354,66,66,0,0,0,fjelstul
M-1970-32,WC-1970,1970,final,1970-06-21,Brazil,Brazil,Jairzinho,P-77430,71,71,0,0,0,fjelstul
M-1970-32,WC-1970,1970,final,1970-06-21,Brazil,Brazil,Carlos Alberto,P-25829,86,86,0,0,0,fjelstul
M-1974-02,WC-1974,1974,group stage,1974-06-14,Germany,Germany,Paul Breitner,P-48686,18,18,0,0,0,fjelstul
M-1974-03,WC-1974,1974,group stage,1974-06-14,Germany,Australia,Colin Curran,P-39161,58,58,0,0,1,fjelstul
M-1974-03,WC-1974,1974,group stage,1974-06-14,Germany,Germany,Joachim Streich,P-91963,72,72,0,0,0,fjelstul
M-1974-04,WC-1974,1974,group stage,1974-06-14,Scotland,Scotland,Peter Lorimer,P-21810,26,26,0,0,0,fjelstul
M-1974-04,WC-1974,1974,group stage,1974-06-14,Scotland,Scotland,Joe Jordan,P-22480,34,34,0,0,0,fjelstul
M-1974-06,WC-1974,1974,group stage,1974-06-15,Netherlands,Netherlands,Johnny Rep,P-89554,7,7,0,0,0,fjelstul
M-1974-06,WC-1974,1974,group stage,1974-06-15,Netherlands,Netherlands,Johnny Rep,P-89554,86,86,0,0,0,fjelstul
M-1974-07,WC-1974,1974,group stage,1974-06-15,Haiti,Haiti,Emmanuel Sanon,P-32958,46,46,0,0,0,fjelstul
M-1974-07,WC-1974,1974,group stage,1974-06-15,Italy,Italy,Gianni Rivera,P-62214,52,52,0,0,0,fjelstul
M-1974-07,WC-1974,1974,group stage,1974-06-15,Italy,Italy,Romeo Benetti,P-12030,66,66,0,0,0,fjelstul
M-1974-07,WC-1974,1974,group stage,1974-06-15,Italy,Italy,Pietro Anastasi,P-32265,79,79,0,0,0,fjelstul
M-1974-08,WC-1974,1974,group stage,1974-06-15,Poland,Poland,Grzegorz Lato,P-21597,7,7,0,0,0,fjelstul
M-1974-08,WC-1974,1974,group stage,1974-06-15,Poland,Poland,Andrzej Szarmach,P-92867,8,8,0,0,0,fjelstul
M-1974-08,WC-1974,1974,group stage,1974-06-15,Argentina,Argentina,Ramón Heredia,P-82218,60,60,0,0,0,fjelstul
M-1974-08,WC-1974,1974,group stage,1974-06-15,Poland,Poland,Grzegorz Lato,P-21597,62,62,0,0,0,fjelstul
M-1974-08,WC-1974,1974,group stage,1974-06-15,Argentina,Argentina,Carlos Babington,P-33365,66,66,0,0,0,fjelstul
M-1974-09,WC-1974,1974,group stage,1974-06-18,Germany,Germany,Wolfgang Overath,P-60896,12,12,0,0,0,fjelstul
M-1974-09,WC-1974,1974,group stage,1974-06-18,Germany,Germany,Bernhard Cullmann,P-44313,34,34,0,0,0,fjelstul
M-1974-09,WC-1974,1974,group stage,1974-06-18,Germany,Germany,Gerd Müller,P-72441,53,53,0,0,0,fjelstul
M-1974-10,WC-1974,1974,group stage,1974-06-18,Germany,Germany,Martin Hoffmann,P-57624,55,55,0,0,0,fjelstul
M-1974-10,WC-1974,1974,group stage,1974-06-18,Chile,Chile,Sergio Ahumada,P-34039,69,69,0,0,0,fjelstul
M-1974-12,WC-1974,1974,group stage,1974-06-18,Serbia,Serbia,Dušan Bajević,P-74389,8,8,0,0,0,fjelstul
M-1974-12,WC-1974,1974,group stage,1974-06-18,Serbia,Serbia,Dragan Džajić,P-88088,14,14,0,0,0,fjelstul
M-1974-12,WC-1974,1974,group stage,1974-06-18,Serbia,Serbia,Ivica Šurjak,P-28747,18,18,0,0,0,fjelstul
M-1974-12,WC-1974,1974,group stage,1974-06-18,Serbia,Serbia,Josip Katalinski,P-20553,22,22,0,0,0,fjelstul
M-1974-12,WC-1974,1974,group stage,1974-06-18,Serbia,Serbia,Dušan Bajević,P-74389,30,30,0,0,0,fjelstul
M-1974-12,WC-1974,1974,group stage,1974-06-18,Serbia,Serbia,Vladislav Bogićević,P-29556,35,35,0,0,0,fjelstul
M-1974-12,WC-1974,1974,group stage,1974-06-18,Serbia,Serbia,Branko Oblak,P-26214,61,61,0,0,0,fjelstul
M-1974-12,WC-1974,1974,group stage,1974-06-18,Serbia,Serbia,Ilija Petković,P-46434,65,65,0,0,0,fjelstul
M-1974-12,WC-1974,1974,group stage,1974-06-18,Serbia,Serbia,Dušan Bajević,P-74389,81,81,0,0,0,fjelstul
M-1974-13,WC-1974,1974,group stage,1974-06-19,Bulgaria,Bulgaria,Hristo Bonev,P-63835,75,75,0,0,0,fjelstul
M-1974-13,WC-1974,1974,group stage,1974-06-19,Uruguay,Uruguay,Ricardo Pavoni,P-46047,87,87,0,0,0,fjelstul
M-1974-15,WC-1974,1974,group stage,1974-06-19,Argentina,Argentina,René Houseman,P-04739,20,20,0,0,0,fjelstul
M-1974-15,WC-1974,1974,group stage,1974-06-19,Italy,Argentina,Roberto Perfumo,P-94783,35,35,0,0,1,fjelstul
M-1974-16,WC-1974,1974,group stage,1974-06-19,Poland,Poland,Grzegorz Lato,P-21597,17,17,0,0,0,fjelstul
M-1974-16,WC-1974,1974,group stage,1974-06-19,Poland,Poland,Kazimierz Deyna,P-29548,18,18,0,0,0,fjelstul
M-1974-16,WC-1974,1974,group stage,1974-06-19,Poland,Poland,Andrzej Szarmach,P-92867,30,30,0,0,0,fjelstul
M-1974-16,WC-1974,1974,group stage,1974-06-19,Poland,Poland,Jerzy Gorgoń,P-95634,31,31,0,0,0,fjelstul
M-1974-16,WC-1974,1974,group stage,1974-06-19,Poland,Poland,Andrzej Szarmach,P-92867,34,34,0,0,0,fjelstul
M-1974-16,WC-1974,1974,group stage,1974-06-19,Poland,Poland,Andrzej Szarmach,P-92867,50,50,0,0,0,fjelstul
M-1974-16,WC-1974,1974,group stage,1974-06-19,Poland,Poland,Grzegorz Lato,P-21597,87,87,0,0,0,fjelstul
M-1974-18,WC-1974,1974,group stage,1974-06-22,Serbia,Serbia,Stanislav Karasi,P-80725,81,81,0,0,0,fjelstul
M-1974-18,WC-1974,1974,group stage,1974-06-22,Scotland,Scotland,Joe Jordan,P-22480,88,88,0,0,0,fjelstul
M-1974-19,WC-1974,1974,group stage,1974-06-22,Brazil,Brazil,Jairzinho,P-77430,12,12,0,0,0,fjelstul
M-1974-19,WC-1974,1974,group stage,1974-06-22,Brazil,Brazil,Rivellino,P-85778,66,66,0,0,0,fjelstul
M-1974-19,WC-1974,1974,group stage,1974-06-22,Brazil,Brazil,Valdomiro,P-89117,79,79,0,0,0,fjelstul
M-1974-20,WC-1974,1974,group stage,1974-06-22,Germany,Germany,Jürgen Sparwasser,P-27040,77,77,0,0,0,fjelstul
M-1974-21,WC-1974,1974,group stage,1974-06-23,Netherlands,Netherlands,Johan Neeskens,P-16991,5,5,0,1,0,fjelstul
M-1974-21,WC-1974,1974,group stage,1974-06-23,Netherlands,Netherlands,Johan Neeskens,P-16991,44,44,0,1,0,fjelstul
M-1974-21,WC-1974,1974,group stage,1974-06-23,Netherlands,Netherlands,Johnny Rep,P-89554,71,71,0,0,0,fjelstul
M-1974-21,WC-1974,1974,group stage,1974-06-23,Bulgaria,Netherlands,Ruud Krol,P-31830,78,78,0,0,1,fjelstul
M-1974-21,WC-1974,1974,group stage,1974-06-23,Netherlands,Netherlands,Theo de Jong,P-43188,88,88,0,0,0,fjelstul
M-1974-22,WC-1974,1974,group stage,1974-06-23,Sweden,Sweden,Ralf Edström,P-39318,46,46,0,0,0,fjelstul
M-1974-22,WC-1974,1974,group stage,1974-06-23,Sweden,Sweden,Roland Sandberg,P-94413,74,74,0,0,0,fjelstul
M-1974-22,WC-1974,1974,group stage,1974-06-23,Sweden,Sweden,Ralf Edström,P-39318,77,77,0,0,0,fjelstul
M-1974-23,WC-1974,1974,group stage,1974-06-23,Argentina,Argentina,Héctor Yazalde,P-82033,15,15,0,0,0,fjelstul
M-1974-23,WC-1974,1974,group stage,1974-06-23,Argentina,Argentina,René Houseman,P-04739,18,18,0,0,0,fjelstul
M-1974-23,WC-1974,1974,group stage,1974-06-23,Argentina,Argentina,Rubén Ayala,P-30957,55,55,0,0,0,fjelstul
M-1974-23,WC-1974,1974,group stage,1974-06-23,Haiti,Haiti,Emmanuel Sanon,P-32958,63,63,0,0,0,fjelstul
M-1974-23,WC-1974,1974,group stage,1974-06-23,Argentina,Argentina,Héctor Yazalde,P-82033,68,68,0,0,0,fjelstul
M-1974-24,WC-1974,1974,group stage,1974-06-23,Poland,Poland,Andrzej Szarmach,P-92867,38,38,0,0,0,fjelstul
M-1974-24,WC-1974,1974,group stage,1974-06-23,Poland,Poland,Kazimierz Deyna,P-29548,44,44,0,0,0,fjelstul
M-1974-24,WC-1974,1974,group stage,1974-06-23,Italy,Italy,Fabio Capello,P-93703,85,85,0,0,0,fjelstul
M-1974-25,WC-1974,1974,second group stage,1974-06-26,Germany,Germany,Paul Breitner,P-48686,39,39,0,0,0,fjelstul
M-1974-25,WC-1974,1974,second group stage,1974-06-26,Germany,Germany,Gerd Müller,P-72441,82,82,0,0,0,fjelstul
M-1974-26,WC-1974,1974,second group stage,1974-06-26,Brazil,Brazil,Rivellino,P-85778,60,60,0,0,0,fjelstul
M-1974-27,WC-1974,1974,second group stage,1974-06-26,Netherlands,Netherlands,Johan Cruyff,P-50564,11,11,0,0,0,fjelstul
M-1974-27,WC-1974,1974,second group stage,1974-06-26,Netherlands,Netherlands,Ruud Krol,P-31830,25,25,0,0,0,fjelstul
M-1974-27,WC-1974,1974,second group stage,1974-06-26,Netherlands,Netherlands,Johnny Rep,P-89554,73,73,0,0,0,fjelstul
M-1974-27,WC-1974,1974,second group stage,1974-06-26,Netherlands,Netherlands,Johan Cruyff,P-50564,90,90,0,0,0,fjelstul
M-1974-28,WC-1974,1974,second group stage,1974-06-26,Poland,Poland,Grzegorz Lato,P-21597,43,43,0,0,0,fjelstul
M-1974-29,WC-1974,1974,second group stage,1974-06-30,Brazil,Brazil,Rivellino,P-85778,32,32,0,0,0,fjelstul
M-1974-29,WC-1974,1974,second group stage,1974-06-30,Argentina,Argentina,Miguel Ángel Brindisi,P-79103,35,35,0,0,0,fjelstul
M-1974-29,WC-1974,1974,second group stage,1974-06-30,Brazil,Brazil,Jairzinho,P-77430,49,49,0,0,0,fjelstul
M-1974-30,WC-1974,1974,second group stage,1974-06-30,Netherlands,Netherlands,Johan Neeskens,P-16991,7,7,0,0,0,fjelstul
M-1974-30,WC-1974,1974,second group stage,1974-06-30,Netherlands,Netherlands,Rob Rensenbrink,P-63266,59,59,0,0,0,fjelstul
M-1974-31,WC-1974,1974,second group stage,1974-06-30,Poland,Poland,Kazimierz Deyna,P-29548,24,24,0,1,0,fjelstul
M-1974-31,WC-1974,1974,second group stage,1974-06-30,Serbia,Serbia,Stanislav Karasi,P-80725,43,43,0,0,0,fjelstul
M-1974-31,WC-1974,1974,second group stage,1974-06-30,Poland,Poland,Grzegorz Lato,P-21597,62,62,0,0,0,fjelstul
M-1974-32,WC-1974,1974,second group stage,1974-06-30,Sweden,Sweden,Ralf Edström,P-39318,24,24,0,0,0,fjelstul
M-1974-32,WC-1974,1974,second group stage,1974-06-30,Germany,Germany,Wolfgang Overath,P-60896,51,51,0,0,0,fjelstul
M-1974-32,WC-1974,1974,second group stage,1974-06-30,Germany,Germany,Rainer Bonhof,P-41102,52,52,0,0,0,fjelstul
M-1974-32,WC-1974,1974,second group stage,1974-06-30,Sweden,Sweden,Roland Sandberg,P-94413,53,53,0,0,0,fjelstul
M-1974-32,WC-1974,1974,second group stage,1974-06-30,Germany,Germany,Jürgen Grabowski,P-48733,76,76,0,0,0,fjelstul
M-1974-32,WC-1974,1974,second group stage,1974-06-30,Germany,Germany,Uli Hoeneß,P-92173,89,89,0,1,0,fjelstul
M-1974-33,WC-1974,1974,second group stage,1974-07-03,Germany,Germany,Gerd Müller,P-72441,76,76,0,0,0,fjelstul
M-1974-34,WC-1974,1974,second group stage,1974-07-03,Germany,Germany,Joachim Streich,P-91963,14,14,0,0,0,fjelstul
M-1974-34,WC-1974,1974,second group stage,1974-07-03,Argentina,Argentina,René Houseman,P-04739,20,20,0,0,0,fjelstul
M-1974-35,WC-1974,1974,second group stage,1974-07-03,Netherlands,Netherlands,Johan Neeskens,P-16991,50,50,0,0,0,fjelstul
M-1974-35,WC-1974,1974,second group stage,1974-07-03,Netherlands,Netherlands,Johan Cruyff,P-50564,65,65,0,0,0,fjelstul
M-1974-36,WC-1974,1974,second group stage,1974-07-03,Serbia,Serbia,Ivica Šurjak,P-28747,27,27,0,0,0,fjelstul
M-1974-36,WC-1974,1974,second group stage,1974-07-03,Sweden,Sweden,Ralf Edström,P-39318,29,29,0,0,0,fjelstul
M-1974-36,WC-1974,1974,second group stage,1974-07-03,Sweden,Sweden,Conny Torstensson,P-52989,85,85,0,0,0,fjelstul
M-1974-37,WC-1974,1974,third-place match,1974-07-06,Poland,Poland,Grzegorz Lato,P-21597,76,76,0,0,0,fjelstul
M-1974-38,WC-1974,1974,final,1974-07-07,Netherlands,Netherlands,Johan Neeskens,P-16991,2,2,0,1,0,fjelstul
M-1974-38,WC-1974,1974,final,1974-07-07,Germany,Germany,Paul Breitner,P-48686,25,25,0,1,0,fjelstul
M-1974-38,WC-1974,1974,final,1974-07-07,Germany,Germany,Gerd Müller,P-72441,43,43,0,0,0,fjelstul
M-1978-02,WC-1978,1978,group stage,1978-06-02,France,France,Bernard Lacombe,P-16067,1,1,0,0,0,fjelstul
M-1978-02,WC-1978,1978,group stage,1978-06-02,Italy,Italy,Paolo Rossi,P-91717,29,29,0,0,0,fjelstul
M-1978-02,WC-1978,1978,group stage,1978-06-02,Italy,Italy,Renato Zaccarelli,P-17293,54,54,0,0,0,fjelstul
M-1978-03,WC-1978,1978,group stage,1978-06-02,Mexico,Mexico,Arturo Vázquez Ayala,P-84173,45,45,0,1,0,fjelstul
M-1978-03,WC-1978,1978,group stage,1978-06-02,Tunisia,Tunisia,Ali Kaabi,P-10069,55,55,0,0,0,fjelstul
M-1978-03,WC-1978,1978,group stage,1978-06-02,Tunisia,Tunisia,Néjib Ghommidh,P-66055,79,79,0,0,0,fjelstul
M-1978-03,WC-1978,1978,group stage,1978-06-02,Tunisia,Tunisia,Mokhtar Dhouib,P-32712,87,87,0,0,0,fjelstul
M-1978-04,WC-1978,1978,group stage,1978-06-02,Hungary,Hungary,Károly Csapó,P-17566,9,9,0,0,0,fjelstul
M-1978-04,WC-1978,1978,group stage,1978-06-02,Argentina,Argentina,Leopoldo Luque,P-26640,14,14,0,0,0,fjelstul
M-1978-04,WC-1978,1978,group stage,1978-06-02,Argentina,Argentina,Daniel Bertoni,P-61157,83,83,0,0,0,fjelstul
M-1978-05,WC-1978,1978,group stage,1978-06-03,Austria,Austria,Walter Schachner,P-99989,10,10,0,0,0,fjelstul
M-1978-05,WC-1978,1978,group stage,1978-06-03,Spain,Spain,Dani,P-40352,21,21,0,0,0,fjelstul
M-1978-05,WC-1978,1978,group stage,1978-06-03,Austria,Austria,Hans Krankl,P-52271,76,76,0,0,0,fjelstul
M-1978-06,WC-1978,1978,group stage,1978-06-03,Sweden,Sweden,Thomas Sjöberg,P-61240,37,37,0,0,0,fjelstul
M-1978-06,WC-1978,1978,group stage,1978-06-03,Brazil,Brazil,Reinaldo,P-84320,45,45,0,0,0,fjelstul
M-1978-07,WC-1978,1978,group stage,1978-06-03,Netherlands,Netherlands,Rob Rensenbrink,P-63266,40,40,0,1,0,fjelstul
M-1978-07,WC-1978,1978,group stage,1978-06-03,Netherlands,Netherlands,Rob Rensenbrink,P-63266,62,62,0,0,0,fjelstul
M-1978-07,WC-1978,1978,group stage,1978-06-03,Netherlands,Netherlands,Rob Rensenbrink,P-63266,78,78,0,1,0,fjelstul
M-1978-08,WC-1978,1978,group stage,1978-06-03,Scotland,Scotland,Joe Jordan,P-22480,14,14,0,0,0,fjelstul
M-1978-08,WC-1978,1978,group stage,1978-06-03,Peru,Peru,César Cueto,P-23639,43,43,0,0,0,fjelstul
M-1978-08,WC-1978,1978,group stage,1978-06-03,Peru,Peru,Teófilo Cubillas,P-96979,71,71,0,0,0,fjelstul
M-1978-08,WC-1978,1978,group stage,1978-06-03,Peru,Peru,Teófilo Cubillas,P-96979,77,77,0,0,0,fjelstul
M-1978-09,WC-1978,1978,group stage,1978-06-06,Italy,Italy,Paolo Rossi,P-91717,34,34,0,0,0,fjelstul
M-1978-09,WC-1978,1978,group stage,1978-06-06,Italy,Italy,Roberto Bettega,P-57787,35,35,0,0,0,fjelstul
M-1978-09,WC-1978,1978,group stage,1978-06-06,Italy,Italy,Romeo Benetti,P-12030,61,61,0,0,0,fjelstul
M-1978-09,WC-1978,1978,group stage,1978-06-06,Hungary,Hungary,András Tóth,P-05262,81,81,0,1,0,fjelstul
M-1978-10,WC-1978,1978,group stage,1978-06-06,Poland,Poland,Grzegorz Lato,P-21597,43,43,0,0,0,fjelstul
M-1978-11,WC-1978,1978,group stage,1978-06-06,Germany,Germany,Dieter Müller,P-34993,15,15,0,0,0,fjelstul
M-1978-11,WC-1978,1978,group stage,1978-06-06,Germany,Germany,Hansi Müller,P-95747,30,30,0,0,0,fjelstul
M-1978-11,WC-1978,1978,group stage,1978-06-06,Germany,Germany,Karl-Heinz Rummenigge,P-59574,38,38,0,0,0,fjelstul
M-1978-11,WC-1978,1978,group stage,1978-06-06,Germany,Germany,Heinz Flohe,P-15681,44,44,0,0,0,fjelstul
M-1978-11,WC-1978,1978,group stage,1978-06-06,Germany,Germany,Karl-Heinz Rummenigge,P-59574,73,73,0,0,0,fjelstul
M-1978-11,WC-1978,1978,group stage,1978-06-06,Germany,Germany,Heinz Flohe,P-15681,89,89,0,0,0,fjelstul
M-1978-12,WC-1978,1978,group stage,1978-06-06,Argentina,Argentina,Daniel Passarella,P-80376,45,45,0,1,0,fjelstul
M-1978-12,WC-1978,1978,group stage,1978-06-06,France,France,Michel Platini,P-08939,60,60,0,0,0,fjelstul
M-1978-12,WC-1978,1978,group stage,1978-06-06,Argentina,Argentina,Leopoldo Luque,P-26640,73,73,0,0,0,fjelstul
M-1978-13,WC-1978,1978,group stage,1978-06-07,Austria,Austria,Hans Krankl,P-52271,42,42,0,1,0,fjelstul
M-1978-16,WC-1978,1978,group stage,1978-06-07,Scotland,Iran,Andranik Eskandarian,P-61698,43,43,0,0,1,fjelstul
M-1978-16,WC-1978,1978,group stage,1978-06-07,Iran,Iran,Iraj Danaeifard,P-76170,60,60,0,0,0,fjelstul
M-1978-17,WC-1978,1978,group stage,1978-06-10,France,France,Christian Lopez,P-90883,23,23,0,0,0,fjelstul
M-1978-17,WC-1978,1978,group stage,1978-06-10,France,France,Marc Berdoll,P-27315,38,38,0,0,0,fjelstul
M-1978-17,WC-1978,1978,group stage,1978-06-10,Hungary,Hungary,Sándor Zombori,P-12183,41,41,0,0,0,fjelstul
M-1978-17,WC-1978,1978,group stage,1978-06-10,France,France,Dominique Rocheteau,P-99991,42,42,0,0,0,fjelstul
M-1978-18,WC-1978,1978,group stage,1978-06-10,Poland,Poland,Zbigniew Boniek,P-03652,43,43,0,0,0,fjelstul
M-1978-18,WC-1978,1978,group stage,1978-06-10,Mexico,Mexico,Víctor Rangel,P-64532,52,52,0,0,0,fjelstul
M-1978-18,WC-1978,1978,group stage,1978-06-10,Poland,Poland,Kazimierz Deyna,P-29548,56,56,0,0,0,fjelstul
M-1978-18,WC-1978,1978,group stage,1978-06-10,Poland,Poland,Zbigniew Boniek,P-03652,84,84,0,0,0,fjelstul
M-1978-20,WC-1978,1978,group stage,1978-06-10,Italy,Italy,Roberto Bettega,P-57787,67,67,0,0,0,fjelstul
M-1978-21,WC-1978,1978,group stage,1978-06-11,Brazil,Brazil,Roberto Dinamite,P-86942,40,40,0,0,0,fjelstul
M-1978-22,WC-1978,1978,group stage,1978-06-11,Spain,Spain,Juan Manuel Asensi,P-57837,75,75,0,0,0,fjelstul
M-1978-23,WC-1978,1978,group stage,1978-06-11,Peru,Peru,José Velásquez,P-72529,2,2,0,0,0,fjelstul
M-1978-23,WC-1978,1978,group stage,1978-06-11,Peru,Peru,Teófilo Cubillas,P-96979,36,36,0,1,0,fjelstul
M-1978-23,WC-1978,1978,group stage,1978-06-11,Peru,Peru,Teófilo Cubillas,P-96979,39,39,0,1,0,fjelstul
M-1978-23,WC-1978,1978,group stage,1978-06-11,Iran,Iran,Hassan Roshan,P-36867,41,41,0,0,0,fjelstul
M-1978-23,WC-1978,1978,group stage,1978-06-11,Peru,Peru,Teófilo Cubillas,P-96979,79,79,0,0,0,fjelstul
M-1978-24,WC-1978,1978,group stage,1978-06-11,Netherlands,Netherlands,Rob Rensenbrink,P-63266,34,34,0,1,0,fjelstul
M-1978-24,WC-1978,1978,group stage,1978-06-11,Scotland,Scotland,Kenny Dalglish,P-68584,45,45,0,0,0,fjelstul
M-1978-24,WC-1978,1978,group stage,1978-06-11,Scotland,Scotland,Archie Gemmill,P-16479,46,46,0,1,0,fjelstul
M-1978-24,WC-1978,1978,group stage,1978-06-11,Scotland,Scotland,Archie Gemmill,P-16479,68,68,0,0,0,fjelstul
M-1978-24,WC-1978,1978,group stage,1978-06-11,Netherlands,Netherlands,Johnny Rep,P-89554,71,71,0,0,0,fjelstul
M-1978-25,WC-1978,1978,second group stage,1978-06-14,Netherlands,Netherlands,Ernie Brandts,P-82670,6,6,0,0,0,fjelstul
M-1978-25,WC-1978,1978,second group stage,1978-06-14,Netherlands,Netherlands,Rob Rensenbrink,P-63266,35,35,0,1,0,fjelstul
M-1978-25,WC-1978,1978,second group stage,1978-06-14,Netherlands,Netherlands,Johnny Rep,P-89554,36,36,0,0,0,fjelstul
M-1978-25,WC-1978,1978,second group stage,1978-06-14,Netherlands,Netherlands,Johnny Rep,P-89554,53,53,0,0,0,fjelstul
M-1978-25,WC-1978,1978,second group stage,1978-06-14,Austria,Austria,Erich Obermayer,P-61365,80,80,0,0,0,fjelstul
M-1978-25,WC-1978,1978,second group stage,1978-06-14,Netherlands,Netherlands,Willy van de Kerkhof,P-48712,82,82,0,0,0,fjelstul
M-1978-27,WC-1978,1978,second group stage,1978-06-14,Brazil,Brazil,Dirceu,P-89519,15,15,0,0,0,fjelstul
M-1978-27,WC-1978,1978,second group stage,1978-06-14,Brazil,Brazil,Dirceu,P-89519,27,27,0,0,0,fjelstul
M-1978-27,WC-1978,1978,second group stage,1978-06-14,Brazil,Brazil,Zico,P-37483,72,72,0,1,0,fjelstul
M-1978-28,WC-1978,1978,second group stage,1978-06-14,Argentina,Argentina,Mario Kempes,P-35082,16,16,0,0,0,fjelstul
M-1978-28,WC-1978,1978,second group stage,1978-06-14,Argentina,Argentina,Mario Kempes,P-35082,71,71,0,0,0,fjelstul
M-1978-29,WC-1978,1978,second group stage,1978-06-18,Poland,Poland,Andrzej Szarmach,P-92867,65,65,0,0,0,fjelstul
M-1978-30,WC-1978,1978,second group stage,1978-06-18,Italy,Italy,Paolo Rossi,P-91717,13,13,0,0,0,fjelstul
M-1978-31,WC-1978,1978,second group stage,1978-06-18,Germany,Germany,Rüdiger Abramczik,P-64134,3,3,0,0,0,fjelstul
