match_id,tournament_id,year,stage,match_date,venue_id,country_name,penalty_shootout,team,opponent,goals_for,goals_against,pens_for,pens_against,home_away,result
M-1974-36,WC-1974,1974,second group stage,1974-07-03,V-058,Germany,0,Serbia,Sweden,1,2,,,away,L
M-1974-36,WC-1974,1974,second group stage,1974-07-03,V-058,Germany,0,Sweden,Serbia,2,1,,,home,W
M-1974-37,WC-1974,1974,third-place match,1974-07-06,V-067,Germany,0,Poland,Brazil,1,0,,,away,W
M-1974-37,WC-1974,1974,third-place match,1974-07-06,V-067,Germany,0,Brazil,Poland,0,1,,,home,L
M-1974-38,WC-1974,1974,final,1974-07-07,V-067,Germany,0,Germany,Netherlands,2,1,,,away,W
M-1974-38,WC-1974,1974,final,1974-07-07,V-067,Germany,0,Netherlands,Germany,1,2,,,home,L
M-1978-01,WC-1978,1978,group stage,1978-06-01,V-002,Argentina,0,Poland,Germany,0,0,,,away,D
M-1978-01,WC-1978,1978,group stage,1978-06-01,V-002,Argentina,0,Germany,Poland,0,0,,,home,D
M-1978-02,WC-1978,1978,group stage,1978-06-02,V-004,Argentina,0,France,Italy,1,2,,,away,L
M-1978-02,WC-1978,1978,group stage,1978-06-02,V-004,Argentina,0,Italy,France,2,1,,,home,W
M-1978-03,WC-1978,1978,group stage,1978-06-02,V-006,Argentina,0,Mexico,Tunisia,1,3,,,away,L
M-1978-03,WC-1978,1978,group stage,1978-06-02,V-006,Argentina,0,Tunisia,Mexico,3,1,,,home,W
M-1978-04,WC-1978,1978,group stage,1978-06-02,V-002,Argentina,0,Hungary,Argentina,1,2,,,away,L
M-1978-04,WC-1978,1978,group stage,1978-06-02,V-002,Argentina,0,Argentina,Hungary,2,1,,,home,W
M-1978-05,WC-1978,1978,group stage,1978-06-03,V-001,Argentina,0,Spain,Austria,1,2,,,away,L
M-1978-05,WC-1978,1978,group stage,1978-06-03,V-001,Argentina,0,Austria,Spain,2,1,,,home,W
M-1978-06,WC-1978,1978,group stage,1978-06-03,V-004,Argentina,0,Sweden,Brazil,1,1,,,away,D
M-1978-06,WC-1978,1978,group stage,1978-06-03,V-004,Argentina,0,Brazil,Sweden,1,1,,,home,D
M-1978-07,WC-1978,1978,group stage,1978-06-03,V-005,Argentina,0,Iran,Netherlands,0,3,,,away,L
M-1978-07,WC-1978,1978,group stage,1978-06-03,V-005,Argentina,0,Netherlands,Iran,3,0,,,home,W
M-1978-08,WC-1978,1978,group stage,1978-06-03,V-003,Argentina,0,Scotland,Peru,1,3,,,away,L
M-1978-08,WC-1978,1978,group stage,1978-06-03,V-003,Argentina,0,Peru,Scotland,3,1,,,home,W
M-1978-09,WC-1978,1978,group stage,1978-06-06,V-004,Argentina,0,Hungary,Italy,1,3,,,away,L
M-1978-09,WC-1978,1978,group stage,1978-06-06,V-004,Argentina,0,Italy,Hungary,3,1,,,home,W
M-1978-10,WC-1978,1978,group stage,1978-06-06,V-006,Argentina,0,Tunisia,Poland,0,1,,,away,L
M-1978-10,WC-1978,1978,group stage,1978-06-06,V-006,Argentina,0,Poland,Tunisia,1,0,,,home,W
M-1978-11,WC-1978,1978,group stage,1978-06-06,V-003,Argentina,0,Mexico,Germany,0,6,,,away,L
M-1978-11,WC-1978,1978,group stage,1978-06-06,V-003,Argentina,0,Germany,Mexico,6,0,,,home,W
M-1978-12,WC-1978,1978,group stage,1978-06-06,V-002,Argentina,0,France,Argentina,1,2,,,away,L
M-1978-12,WC-1978,1978,group stage,1978-06-06,V-002,Argentina,0,Argentina,France,2,1,,,home,W
M-1978-13,WC-1978,1978,group stage,1978-06-07,V-001,Argentina,0,Sweden,Austria,0,1,,,away,L
M-1978-13,WC-1978,1978,group stage,1978-06-07,V-001,Argentina,0,Austria,Sweden,1,0,,,home,W
M-1978-14,WC-1978,1978,group stage,1978-06-07,V-004,Argentina,0,Spain,Brazil,0,0,,,away,D
M-1978-14,WC-1978,1978,group stage,1978-06-07,V-004,Argentina,0,Brazil,Spain,0,0,,,home,D
M-1978-15,WC-1978,1978,group stage,1978-06-07,V-005,Argentina,0,Peru,Netherlands,0,0,,,away,D
M-1978-15,WC-1978,1978,group stage,1978-06-07,V-005,Argentina,0,Netherlands,Peru,0,0,,,home,D
M-1978-16,WC-1978,1978,group stage,1978-06-07,V-003,Argentina,0,Iran,Scotland,1,1,,,away,D
M-1978-16,WC-1978,1978,group stage,1978-06-07,V-003,Argentina,0,Scotland,Iran,1,1,,,home,D
M-1978-17,WC-1978,1978,group stage,1978-06-10,V-004,Argentina,0,Hungary,France,1,3,,,away,L
M-1978-17,WC-1978,1978,group stage,1978-06-10,V-004,Argentina,0,France,Hungary,3,1,,,home,W
M-1978-18,WC-1978,1978,group stage,1978-06-10,V-006,Argentina,0,Mexico,Poland,1,3,,,away,L
M-1978-18,WC-1978,1978,group stage,1978-06-10,V-006,Argentina,0,Poland,Mexico,3,1,,,home,W
M-1978-19,WC-1978,1978,group stage,1978-06-10,V-003,Argentina,0,Tunisia,Germany,0,0,,,away,D
M-1978-19,WC-1978,1978,group stage,1978-06-10,V-003,Argentina,0,Germany,Tunisia,0,0,,,home,D
M-1978-20,WC-1978,1978,group stage,1978-06-10,V-002,Argentina,0,Italy,Argentina,1,0,,,away,W
M-1978-20,WC-1978,1978,group stage,1978-06-10,V-002,Argentina,0,Argentina,Italy,0,1,,,home,L
M-1978-21,WC-1978,1978,group stage,1978-06-11,V-004,Argentina,0,Austria,Brazil,0,1,,,away,L
M-1978-21,WC-1978,1978,group stage,1978-06-11,V-004,Argentina,0,Brazil,Austria,1,0,,,home,W
M-1978-22,WC-1978,1978,group stage,1978-06-11,V-001,Argentina,0,Sweden,Spain,0,1,,,away,L
M-1978-22,WC-1978,1978,group stage,1978-06-11,V-001,Argentina,0,Spain,Sweden,1,0,,,home,W
M-1978-23,WC-1978,1978,group stage,1978-06-11,V-003,Argentina,0,Iran,Peru,1,4,,,away,L
M-1978-23,WC-1978,1978,group stage,1978-06-11,V-003,Argentina,0,Peru,Iran,4,1,,,home,W
M-1978-24,WC-1978,1978,group stage,1978-06-11,V-005,Argentina,0,Netherlands,Scotland,2,3,,,away,L
M-1978-24,WC-1978,1978,group stage,1978-06-11,V-005,Argentina,0,Scotland,Netherlands,3,2,,,home,W
M-1978-25,WC-1978,1978,second group stage,1978-06-14,V-003,Argentina,0,Netherlands,Austria,5,1,,,away,W
M-1978-25,WC-1978,1978,second group stage,1978-06-14,V-003,Argentina,0,Austria,Netherlands,1,5,,,home,L
M-1978-26,WC-1978,1978,second group stage,1978-06-14,V-002,Argentina,0,Germany,Italy,0,0,,,away,D
M-1978-26,WC-1978,1978,second group stage,1978-06-14,V-002,Argentina,0,Italy,Germany,0,0,,,home,D
M-1978-27,WC-1978,1978,second group stage,1978-06-14,V-005,Argentina,0,Peru,Brazil,0,3,,,away,L
M-1978-27,WC-1978,1978,second group stage,1978-06-14,V-005,Argentina,0,Brazil,Peru,3,0,,,home,W
M-1978-28,WC-1978,1978,second group stage,1978-06-14,V-006,Argentina,0,Poland,Argentina,0,2,,,away,L
M-1978-28,WC-1978,1978,second group stage,1978-06-14,V-006,Argentina,0,Argentina,Poland,2,0,,,home,W
M-1978-29,WC-1978,1978,second group stage,1978-06-18,V-005,Argentina,0,Poland,Peru,1,0,,,away,W
M-1978-29,WC-1978,1978,second group stage,1978-06-18,V-005,Argentina,0,Peru,Poland,0,1,,,home,L
M-1978-30,WC-1978,1978,second group stage,1978-06-18,V-002,Argentina,0,Austria,Italy,0,1,,,away,L
M-1978-30,WC-1978,1978,second group stage,1978-06-18,V-002,Argentina,0,Italy,Austria,1,0,,,home,W
M-1978-31,WC-1978,1978,second group stage,1978-06-18,V-003,Argentina,0,Germany,Netherlands,2,2,,,away,D
M-1978-31,WC-1978,1978,second group stage,1978-06-18,V-003,Argentina,0,Netherlands,Germany,2,2,,,home,D
M-1978-32,WC-1978,1978,second group stage,1978-06-18,V-006,Argentina,0,Brazil,Argentina,0,0,,,away,D
M-1978-32,WC-1978,1978,second group stage,1978-06-18,V-006,Argentina,0,Argentina,Brazil,0,0,,,home,D
M-1978-33,WC-1978,1978,second group stage,1978-06-21,V-003,Argentina,0,Germany,Austria,2,3,,,away,L
M-1978-33,WC-1978,1978,second group stage,1978-06-21,V-003,Argentina,0,Austria,Germany,3,2,,,home,W
M-1978-34,WC-1978,1978,second group stage,1978-06-21,V-002,Argentina,0,Netherlands,Italy,2,1,,,away,W
M-1978-34,WC-1978,1978,second group stage,1978-06-21,V-002,Argentina,0,Italy,Netherlands,1,2,,,home,L
M-1978-35,WC-1978,1978,second group stage,1978-06-21,V-005,Argentina,0,Poland,Brazil,1,3,,,away,L
M-1978-35,WC-1978,1978,second group stage,1978-06-21,V-005,Argentina,0,Brazil,Poland,3,1,,,home,W
M-1978-36,WC-1978,1978,second group stage,1978-06-21,V-006,Argentina,0,Peru,Argentina,0,6,,,away,L
M-1978-36,WC-1978,1978,second group stage,1978-06-21,V-006,Argentina,0,Argentina,Peru,6,0,,,home,W
M-1978-37,WC-1978,1978,third-place match,1978-06-24,V-002,Argentina,0,Italy,Brazil,1,2,,,away,L
M-1978-37,WC-1978,1978,third-place match,1978-06-24,V-002,Argentina,0,Brazil,Italy,2,1,,,home,W
M-1978-38,WC-1978,1978,final,1978-06-25,V-002,Argentina,0,Netherlands,Argentina,1,3,,,away,L
M-1978-38,WC-1978,1978,final,1978-06-25,V-002,Argentina,0,Argentina,Netherlands,3,1,,,home,W
M-1982-01,WC-1982,1982,group stage,1982-06-13,V-153,Spain,0,Belgium,Argentina,1,0,,,away,W
M-1982-01,WC-1982,1982,group stage,1982-06-13,V-153,Spain,0,Argentina,Belgium,0,1,,,home,L
M-1982-02,WC-1982,1982,group stage,1982-06-14,V-166,Spain,0,Poland,Italy,0,0,,,away,D
M-1982-02,WC-1982,1982,group stage,1982-06-14,V-166,Spain,0,Italy,Poland,0,0,,,home,D
M-1982-03,WC-1982,1982,group stage,1982-06-14,V-163,Spain,0,Russia,Brazil,1,2,,,away,L
M-1982-03,WC-1982,1982,group stage,1982-06-14,V-163,Spain,0,Brazil,Russia,2,1,,,home,W
M-1982-04,WC-1982,1982,group stage,1982-06-15,V-151,Spain,0,Cameroon,Peru,0,0,,,away,D
M-1982-04,WC-1982,1982,group stage,1982-06-15,V-151,Spain,0,Peru,Cameroon,0,0,,,home,D
M-1982-05,WC-1982,1982,group stage,1982-06-15,V-156,Spain,0,El Salvador,Hungary,1,10,,,away,L
M-1982-05,WC-1982,1982,group stage,1982-06-15,V-156,Spain,0,Hungary,El Salvador,10,1,,,home,W
M-1982-06,WC-1982,1982,group stage,1982-06-15,V-160,Spain,0,New Zealand,Scotland,2,5,,,away,L
M-1982-06,WC-1982,1982,group stage,1982-06-15,V-160,Spain,0,Scotland,New Zealand,5,2,,,home,W
M-1982-07,WC-1982,1982,group stage,1982-06-16,V-157,Spain,0,Algeria,Germany,2,1,,,away,W
M-1982-07,WC-1982,1982,group stage,1982-06-16,V-157,Spain,0,Germany,Algeria,1,2,,,home,L
M-1982-08,WC-1982,1982,group stage,1982-06-16,V-155,Spain,0,France,England,1,3,,,away,L
M-1982-08,WC-1982,1982,group stage,1982-06-16,V-155,Spain,0,England,France,3,1,,,home,W
M-1982-09,WC-1982,1982,group stage,1982-06-16,V-164,Spain,0,Honduras,Spain,1,1,,,away,D
M-1982-09,WC-1982,1982,group stage,1982-06-16,V-164,Spain,0,Spain,Honduras,1,1,,,home,D
M-1982-10,WC-1982,1982,group stage,1982-06-17,V-161,Spain,0,Austria,Chile,1,0,,,away,W
M-1982-10,WC-1982,1982,group stage,1982-06-17,V-161,Spain,0,Chile,Austria,0,1,,,home,L
M-1982-11,WC-1982,1982,group stage,1982-06-17,V-165,Spain,0,Kuwait,Czech Republic,1,1,,,away,D
M-1982-11,WC-1982,1982,group stage,1982-06-17,V-165,Spain,0,Czech Republic,Kuwait,1,1,,,home,D
M-1982-12,WC-1982,1982,group stage,1982-06-17,V-167,Spain,0,Northern Ireland,Serbia,0,0,,,away,D
M-1982-12,WC-1982,1982,group stage,1982-06-17,V-167,Spain,0,Serbia,Northern Ireland,0,0,,,home,D
M-1982-13,WC-1982,1982,group stage,1982-06-18,V-166,Spain,0,Peru,Italy,1,1,,,away,D
M-1982-13,WC-1982,1982,group stage,1982-06-18,V-166,Spain,0,Italy,Peru,1,1,,,home,D
M-1982-14,WC-1982,1982,group stage,1982-06-18,V-152,Spain,0,Hungary,Argentina,1,4,,,away,L
M-1982-14,WC-1982,1982,group stage,1982-06-18,V-152,Spain,0,Argentina,Hungary,4,1,,,home,W
M-1982-15,WC-1982,1982,group stage,1982-06-18,V-162,Spain,0,Scotland,Brazil,1,4,,,away,L
M-1982-15,WC-1982,1982,group stage,1982-06-18,V-162,Spain,0,Brazil,Scotland,4,1,,,home,W
M-1982-16,WC-1982,1982,group stage,1982-06-19,V-151,Spain,0,Cameroon,Poland,0,0,,,away,D
M-1982-16,WC-1982,1982,group stage,1982-06-19,V-151,Spain,0,Poland,Cameroon,0,0,,,home,D
M-1982-17,WC-1982,1982,group stage,1982-06-19,V-156,Spain,0,El Salvador,Belgium,0,1,,,away,L
M-1982-17,WC-1982,1982,group stage,1982-06-19,V-156,Spain,0,Belgium,El Salvador,1,0,,,home,W
M-1982-18,WC-1982,1982,group stage,1982-06-19,V-160,Spain,0,New Zealand,Russia,0,3,,,away,L
M-1982-18,WC-1982,1982,group stage,1982-06-19,V-160,Spain,0,Russia,New Zealand,3,0,,,home,W
M-1982-19,WC-1982,1982,group stage,1982-06-20,V-157,Spain,0,Chile,Germany,1,4,,,away,L
M-1982-19,WC-1982,1982,group stage,1982-06-20,V-157,Spain,0,Germany,Chile,4,1,,,home,W
M-1982-20,WC-1982,1982,group stage,1982-06-20,V-155,Spain,0,Czech Republic,England,0,2,,,away,L
M-1982-20,WC-1982,1982,group stage,1982-06-20,V-155,Spain,0,England,Czech Republic,2,0,,,home,W
M-1982-21,WC-1982,1982,group stage,1982-06-20,V-164,Spain,0,Serbia,Spain,1,2,,,away,L
M-1982-21,WC-1982,1982,group stage,1982-06-20,V-164,Spain,0,Spain,Serbia,2,1,,,home,W
M-1982-22,WC-1982,1982,group stage,1982-06-21,V-161,Spain,0,Austria,Algeria,2,0,,,away,W
M-1982-22,WC-1982,1982,group stage,1982-06-21,V-161,Spain,0,Algeria,Austria,0,2,,,home,L
M-1982-23,WC-1982,1982,group stage,1982-06-21,V-165,Spain,0,Kuwait,France,1,4,,,away,L
M-1982-23,WC-1982,1982,group stage,1982-06-21,V-165,Spain,0,France,Kuwait,4,1,,,home,W
M-1982-24,WC-1982,1982,group stage,1982-06-21,V-167,Spain,0,Northern Ireland,Honduras,1,1,,,away,D
M-1982-24,WC-1982,1982,group stage,1982-06-21,V-167,Spain,0,Honduras,Northern Ireland,1,1,,,home,D
M-1982-25,WC-1982,1982,group stage,1982-06-22,V-151,Spain,0,Peru,Poland,1,5,,,away,L
M-1982-25,WC-1982,1982,group stage,1982-06-22,V-151,Spain,0,Poland,Peru,5,1,,,home,W
M-1982-26,WC-1982,1982,group stage,1982-06-22,V-156,Spain,0,Hungary,Belgium,1,1,,,away,D
M-1982-26,WC-1982,1982,group stage,1982-06-22,V-156,Spain,0,Belgium,Hungary,1,1,,,home,D
M-1982-27,WC-1982,1982,group stage,1982-06-22,V-160,Spain,0,Scotland,Russia,2,2,,,away,D
M-1982-27,WC-1982,1982,group stage,1982-06-22,V-160,Spain,0,Russia,Scotland,2,2,,,home,D
M-1982-28,WC-1982,1982,group stage,1982-06-23,V-166,Spain,0,Cameroon,Italy,1,1,,,away,D
M-1982-28,WC-1982,1982,group stage,1982-06-23,V-166,Spain,0,Italy,Cameroon,1,1,,,home,D
M-1982-29,WC-1982,1982,group stage,1982-06-23,V-152,Spain,0,El Salvador,Argentina,0,2,,,away,L
M-1982-29,WC-1982,1982,group stage,1982-06-23,V-152,Spain,0,Argentina,El Salvador,2,0,,,home,W
M-1982-30,WC-1982,1982,group stage,1982-06-23,V-162,Spain,0,New Zealand,Brazil,0,4,,,away,L
M-1982-30,WC-1982,1982,group stage,1982-06-23,V-162,Spain,0,Brazil,New Zealand,4,0,,,home,W
M-1982-31,WC-1982,1982,group stage,1982-06-24,V-161,Spain,0,Chile,Algeria,2,3,,,away,L
M-1982-31,WC-1982,1982,group stage,1982-06-24,V-161,Spain,0,Algeria,Chile,3,2,,,home,W
M-1982-32,WC-1982,1982,group stage,1982-06-24,V-165,Spain,0,Czech Republic,France,1,1,,,away,D
M-1982-32,WC-1982,1982,group stage,1982-06-24,V-165,Spain,0,France,Czech Republic,1,1,,,home,D
M-1982-33,WC-1982,1982,group stage,1982-06-24,V-167,Spain,0,Serbia,Honduras,1,0,,,away,W
M-1982-33,WC-1982,1982,group stage,1982-06-24,V-167,Spain,0,Honduras,Serbia,0,1,,,home,L
M-1982-34,WC-1982,1982,group stage,1982-06-25,V-157,Spain,0,Austria,Germany,0,1,,,away,L
M-1982-34,WC-1982,1982,group stage,1982-06-25,V-157,Spain,0,Germany,Austria,1,0,,,home,W
M-1982-35,WC-1982,1982,group stage,1982-06-25,V-155,Spain,0,Kuwait,England,0,1,,,away,L
M-1982-35,WC-1982,1982,group stage,1982-06-25,V-155,Spain,0,England,Kuwait,1,0,,,home,W
M-1982-36,WC-1982,1982,group stage,1982-06-25,V-164,Spain,0,Northern Ireland,Spain,1,0,,,away,W
M-1982-36,WC-1982,1982,group stage,1982-06-25,V-164,Spain,0,Spain,Northern Ireland,0,1,,,home,L
M-1982-37,WC-1982,1982,second group stage,1982-06-28,V-159,Spain,0,France,Austria,1,0,,,away,W
M-1982-37,WC-1982,1982,second group stage,1982-06-28,V-159,Spain,0,Austria,France,0,1,,,home,L
M-1982-38,WC-1982,1982,second group stage,1982-06-28,V-153,Spain,0,Belgium,Poland,0,3,,,away,L
M-1982-38,WC-1982,1982,second group stage,1982-06-28,V-153,Spain,0,Poland,Belgium,3,0,,,home,W
M-1982-39,WC-1982,1982,second group stage,1982-06-29,V-154,Spain,0,Argentina,Italy,1,2,,,away,L
M-1982-39,WC-1982,1982,second group stage,1982-06-29,V-154,Spain,0,Italy,Argentina,2,1,,,home,W
M-1982-40,WC-1982,1982,second group stage,1982-06-29,V-158,Spain,0,England,Germany,0,0,,,away,D
M-1982-40,WC-1982,1982,second group stage,1982-06-29,V-158,Spain,0,Germany,England,0,0,,,home,D
M-1982-41,WC-1982,1982,second group stage,1982-07-01,V-159,Spain,0,Northern Ireland,Austria,2,2,,,away,D
M-1982-41,WC-1982,1982,second group stage,1982-07-01,V-159,Spain,0,Austria,Northern Ireland,2,2,,,home,D
M-1982-42,WC-1982,1982,second group stage,1982-07-01,V-153,Spain,0,Russia,Belgium,1,0,,,away,W
M-1982-42,WC-1982,1982,second group stage,1982-07-01,V-153,Spain,0,Belgium,Russia,0,1,,,home,L
M-1982-43,WC-1982,1982,second group stage,1982-07-02,V-154,Spain,0,Brazil,Argentina,3,1,,,away,W
M-1982-43,WC-1982,1982,second group stage,1982-07-02,V-154,Spain,0,Argentina,Brazil,1,3,,,home,L
M-1982-44,WC-1982,1982,second group stage,1982-07-02,V-158,Spain,0,Spain,Germany,1,2,,,away,L
M-1982-44,WC-1982,1982,second group stage,1982-07-02,V-158,Spain,0,Germany,Spain,2,1,,,home,W
M-1982-45,WC-1982,1982,second group stage,1982-07-04,V-159,Spain,0,Northern Ireland,France,1,4,,,away,L
M-1982-45,WC-1982,1982,second group stage,1982-07-04,V-159,Spain,0,France,Northern Ireland,4,1,,,home,W
M-1982-46,WC-1982,1982,second group stage,1982-07-04,V-153,Spain,0,Poland,Russia,0,0,,,away,D
M-1982-46,WC-1982,1982,second group stage,1982-07-04,V-153,Spain,0,Russia,Poland,0,0,,,home,D
M-1982-47,WC-1982,1982,second group stage,1982-07-05,V-154,Spain,0,Brazil,Italy,2,3,,,away,L
M-1982-47,WC-1982,1982,second group stage,1982-07-05,V-154,Spain,0,Italy,Brazil,3,2,,,home,W
M-1982-48,WC-1982,1982,second group stage,1982-07-05,V-158,Spain,0,England,Spain,0,0,,,away,D
M-1982-48,WC-1982,1982,second group stage,1982-07-05,V-158,Spain,0,Spain,England,0,0,,,home,D
M-1982-49,WC-1982,1982,semi-finals,1982-07-08,V-153,Spain,0,Italy,Poland,2,0,,,away,W
M-1982-49,WC-1982,1982,semi-finals,1982-07-08,V-153,Spain,0,Poland,Italy,0,2,,,home,L
M-1982-50,WC-1982,1982,semi-finals,1982-07-08,V-163,Spain,1,France,Germany,3,3,4.0,5.0,away,L
M-1982-50,WC-1982,1982,semi-finals,1982-07-08,V-163,Spain,1,Germany,France,3,3,5.0,4.0,home,W
M-1982-51,WC-1982,1982,third-place match,1982-07-10,V-152,Spain,0,France,Poland,2,3,,,away,L
M-1982-51,WC-1982,1982,third-place match,1982-07-10,V-152,Spain,0,Poland,France,3,2,,,home,W
M-1982-52,WC-1982,1982,final,1982-07-11,V-158,Spain,0,Germany,Italy,1,3,,,away,L
M-1982-52,WC-1982,1982,final,1982-07-11,V-158,Spain,0,Italy,Germany,3,1,,,home,W
M-1986-01,WC-1986,1986,group stage,1986-05-31,V-102,Mexico,0,Italy,Bulgaria,1,1,,,away,D
M-1986-01,WC-1986,1986,group stage,1986-05-31,V-102,Mexico,0,Bulgaria,Italy,1,1,,,home,D
M-1986-02,WC-1986,1986,group stage,1986-06-01,V-097,Mexico,0,Brazil,Spain,1,0,,,away,W
M-1986-02,WC-1986,1986,group stage,1986-06-01,V-097,Mexico,0,Spain,Brazil,0,1,,,home,L
M-1986-03,WC-1986,1986,group stage,1986-06-01,V-101,Mexico,0,France,Canada,1,0,,,away,W
M-1986-03,WC-1986,1986,group stage,1986-06-01,V-101,Mexico,0,Canada,France,0,1,,,home,L
M-1986-04,WC-1986,1986,group stage,1986-06-02,V-103,Mexico,0,South Korea,Argentina,1,3,,,away,L
M-1986-04,WC-1986,1986,group stage,1986-06-02,V-103,Mexico,0,Argentina,South Korea,3,1,,,home,W
M-1986-05,WC-1986,1986,group stage,1986-06-02,V-100,Mexico,0,Hungary,Russia,0,6,,,away,L
M-1986-05,WC-1986,1986,group stage,1986-06-02,V-100,Mexico,0,Russia,Hungary,6,0,,,home,W
M-1986-06,WC-1986,1986,group stage,1986-06-02,V-105,Mexico,0,Poland,Morocco,0,0,,,away,D
M-1986-06,WC-1986,1986,group stage,1986-06-02,V-105,Mexico,0,Morocco,Poland,0,0,,,home,D
M-1986-07,WC-1986,1986,group stage,1986-06-03,V-102,Mexico,0,Mexico,Belgium,2,1,,,away,W
M-1986-07,WC-1986,1986,group stage,1986-06-03,V-102,Mexico,0,Belgium,Mexico,1,2,,,home,L
M-1986-08,WC-1986,1986,group stage,1986-06-03,V-098,Mexico,0,Northern Ireland,Algeria,1,1,,,away,D
M-1986-08,WC-1986,1986,group stage,1986-06-03,V-098,Mexico,0,Algeria,Northern Ireland,1,1,,,home,D
M-1986-09,WC-1986,1986,group stage,1986-06-03,V-104,Mexico,0,England,Portugal,0,1,,,away,L
M-1986-09,WC-1986,1986,group stage,1986-06-03,V-104,Mexico,0,Portugal,England,1,0,,,home,W
M-1986-10,WC-1986,1986,group stage,1986-06-04,V-109,Mexico,0,Iraq,Paraguay,0,1,,,away,L
M-1986-10,WC-1986,1986,group stage,1986-06-04,V-109,Mexico,0,Paraguay,Iraq,1,0,,,home,W
M-1986-11,WC-1986,1986,group stage,1986-06-04,V-108,Mexico,0,Germany,Uruguay,1,1,,,away,D
M-1986-11,WC-1986,1986,group stage,1986-06-04,V-108,Mexico,0,Uruguay,Germany,1,1,,,home,D
M-1986-12,WC-1986,1986,group stage,1986-06-04,V-106,Mexico,0,Denmark,Scotland,1,0,,,away,W
M-1986-12,WC-1986,1986,group stage,1986-06-04,V-106,Mexico,0,Scotland,Denmark,0,1,,,home,L
M-1986-13,WC-1986,1986,group stage,1986-06-05,V-107,Mexico,0,Argentina,Italy,1,1,,,away,D
M-1986-13,WC-1986,1986,group stage,1986-06-05,V-107,Mexico,0,Italy,Argentina,1,1,,,home,D
M-1986-14,WC-1986,1986,group stage,1986-06-05,V-101,Mexico,0,Russia,France,1,1,,,away,D
M-1986-14,WC-1986,1986,group stage,1986-06-05,V-101,Mexico,0,France,Russia,1,1,,,home,D
M-1986-15,WC-1986,1986,group stage,1986-06-05,V-103,Mexico,0,Bulgaria,South Korea,1,1,,,away,D
M-1986-15,WC-1986,1986,group stage,1986-06-05,V-103,Mexico,0,South Korea,Bulgaria,1,1,,,home,D
M-1986-16,WC-1986,1986,group stage,1986-06-06,V-100,Mexico,0,Canada,Hungary,0,2,,,away,L
M-1986-16,WC-1986,1986,group stage,1986-06-06,V-100,Mexico,0,Hungary,Canada,2,0,,,home,W
M-1986-17,WC-1986,1986,group stage,1986-06-06,V-097,Mexico,0,Algeria,Brazil,0,1,,,away,L
M-1986-17,WC-1986,1986,group stage,1986-06-06,V-097,Mexico,0,Brazil,Algeria,1,0,,,home,W
M-1986-18,WC-1986,1986,group stage,1986-06-06,V-104,Mexico,0,Morocco,England,0,0,,,away,D
M-1986-18,WC-1986,1986,group stage,1986-06-06,V-104,Mexico,0,England,Morocco,0,0,,,home,D
M-1986-19,WC-1986,1986,group stage,1986-06-07,V-102,Mexico,0,Paraguay,Mexico,1,1,,,away,D
M-1986-19,WC-1986,1986,group stage,1986-06-07,V-102,Mexico,0,Mexico,Paraguay,1,1,,,home,D
M-1986-20,WC-1986,1986,group stage,1986-06-07,V-098,Mexico,0,Spain,Northern Ireland,2,1,,,away,W
M-1986-20,WC-1986,1986,group stage,1986-06-07,V-098,Mexico,0,Northern Ireland,Spain,1,2,,,home,L
M-1986-21,WC-1986,1986,group stage,1986-06-07,V-105,Mexico,0,Portugal,Poland,0,1,,,away,L
M-1986-21,WC-1986,1986,group stage,1986-06-07,V-105,Mexico,0,Poland,Portugal,1,0,,,home,W
M-1986-22,WC-1986,1986,group stage,1986-06-08,V-109,Mexico,0,Belgium,Iraq,2,1,,,away,W
M-1986-22,WC-1986,1986,group stage,1986-06-08,V-109,Mexico,0,Iraq,Belgium,1,2,,,home,L
M-1986-23,WC-1986,1986,group stage,1986-06-08,V-108,Mexico,0,Scotland,Germany,1,2,,,away,L
M-1986-23,WC-1986,1986,group stage,1986-06-08,V-108,Mexico,0,Germany,Scotland,2,1,,,home,W
M-1986-24,WC-1986,1986,group stage,1986-06-08,V-106,Mexico,0,Uruguay,Denmark,1,6,,,away,L
M-1986-24,WC-1986,1986,group stage,1986-06-08,V-106,Mexico,0,Denmark,Uruguay,6,1,,,home,W
M-1986-25,WC-1986,1986,group stage,1986-06-09,V-101,Mexico,0,France,Hungary,3,0,,,away,W
M-1986-25,WC-1986,1986,group stage,1986-06-09,V-101,Mexico,0,Hungary,France,0,3,,,home,L
M-1986-26,WC-1986,1986,group stage,1986-06-09,V-100,Mexico,0,Canada,Russia,0,2,,,away,L
M-1986-26,WC-1986,1986,group stage,1986-06-09,V-100,Mexico,0,Russia,Canada,2,0,,,home,W
M-1986-27,WC-1986,1986,group stage,1986-06-10,V-103,Mexico,0,Bulgaria,Argentina,0,2,,,away,L
M-1986-27,WC-1986,1986,group stage,1986-06-10,V-103,Mexico,0,Argentina,Bulgaria,2,0,,,home,W
M-1986-28,WC-1986,1986,group stage,1986-06-10,V-107,Mexico,0,Italy,South Korea,3,2,,,away,W
M-1986-28,WC-1986,1986,group stage,1986-06-10,V-107,Mexico,0,South Korea,Italy,2,3,,,home,L
M-1986-29,WC-1986,1986,group stage,1986-06-11,V-102,Mexico,0,Mexico,Iraq,1,0,,,away,W
M-1986-29,WC-1986,1986,group stage,1986-06-11,V-102,Mexico,0,Iraq,Mexico,0,1,,,home,L
